GEO.id,HD01_VD13
8600000US14143,12
8600000US14145,0
8600000US14150,2099
8600000US14167,37
8600000US14168,0
8600000US14169,0
8600000US14170,71
8600000US14171,41
8600000US14172,29
8600000US14173,0
8600000US14174,347
8600000US14201,1481
8600000US14202,356
8600000US14203,95
8600000US14204,231
8600000US14206,719
8600000US14207,3489
8600000US14208,594
8600000US14209,634
8600000US14210,481
8600000US14211,1013
8600000US14212,1302
8600000US14213,6452
8600000US14214,1722
8600000US14215,2047
8600000US14216,1689
8600000US14217,654
8600000US14218,1720
8600000US14219,482
8600000US14220,876
8600000US14221,5685
8600000US14222,872
8600000US14223,1305
8600000US14224,924
8600000US14225,1541
8600000US14226,3161
8600000US14227,1428
8600000US14228,3988
8600000US14261,1122
8600000US14301,936
8600000US14302,0
8600000US14303,450
8600000US14304,1250
8600000US14305,517
8600000US14411,678
8600000US14414,161
8600000US14415,0
8600000US14416,124
8600000US14418,12
8600000US14420,1115
8600000US14422,27
8600000US14423,166
8600000US14424,859
8600000US14425,684
8600000US14427,63
8600000US14428,203
8600000US14432,177
8600000US14433,86
8600000US14435,108
8600000US14437,222
8600000US14441,74
8600000US14445,394
8600000US14450,2704
8600000US14454,772
8600000US14456,939
8600000US14462,6
8600000US14464,120
8600000US14466,61
8600000US14467,870
8600000US14468,664
8600000US14469,148
8600000US14470,126
8600000US14471,66
8600000US14472,537
8600000US14475,0
8600000US14476,33
8600000US14477,73
8600000US14478,68
8600000US14479,9
8600000US14480,49
8600000US14481,124
8600000US14482,109
8600000US14485,287
8600000US14486,0
8600000US14487,64
8600000US14489,175
8600000US14502,364
8600000US14504,48
8600000US14505,186
8600000US14506,2
8600000US14507,10
8600000US14510,67
8600000US14511,0
8600000US14512,103
8600000US14513,363
8600000US14514,409
8600000US14516,77
8600000US14517,69
8600000US14519,433
8600000US14521,43
8600000US14522,88
8600000US14525,21
8600000US14526,1477
8600000US14527,200
8600000US14529,0
8600000US14530,65
8600000US14532,14
8600000US14533,14
8600000US14534,3333
8600000US14536,11
8600000US14537,0
8600000US14539,0
8600000US14541,146
8600000US14542,0
8600000US14543,117
8600000US14544,52
8600000US14545,0
8600000US14546,110
8600000US14548,42
8600000US14549,0
8600000US14550,38
8600000US14551,214
8600000US14555,21
8600000US14559,926
8600000US14560,14
8600000US14561,7
8600000US14564,802
8600000US14568,117
8600000US14569,58
8600000US14571,61
8600000US14572,55
8600000US14580,4576
8600000US14585,4
8600000US14586,1493
8600000US14588,32
8600000US14589,289
8600000US14590,133
8600000US14591,23
8600000US14592,0
8600000US14604,155
8600000US14605,1230
8600000US14606,3231
8600000US14607,1303
8600000US14608,1787
8600000US14609,3214
8600000US14610,1363
8600000US14611,634
8600000US14612,1788
8600000US14613,1685
8600000US14614,21
8600000US14615,1096
8600000US14616,1431
8600000US14617,1593
8600000US14618,2715
8600000US14619,910
8600000US14620,3574
8600000US14621,3602
8600000US14622,884
8600000US14623,4445
8600000US14624,2784
8600000US14625,443
8600000US14626,2874
8600000US14627,442
8600000US14701,730
8600000US14706,137
8600000US14707,2
8600000US14708,0
8600000US14709,15
8600000US14710,47
8600000US14711,14
8600000US14712,29
8600000US14714,2
8600000US14715,33
8600000US14716,92
8600000US14717,7
8600000US14718,43
8600000US14719,44
8600000US14720,6
8600000US14721,1
8600000US14722,40
8600000US14723,11
8600000US14724,12
8600000US14726,11
8600000US14727,90
8600000US14728,21
8600000US14729,8
8600000US14731,71
8600000US14732,4
8600000US14733,59
8600000US14735,23
8600000US14736,0
8600000US14737,80
8600000US14738,82
8600000US14739,65
8600000US14740,32
8600000US14741,21
8600000US14742,9
8600000US14743,28
8600000US14744,78
8600000US14747,23
8600000US14748,1
8600000US14750,115
8600000US14752,32
8600000US14753,3
8600000US14754,21
8600000US14755,50
8600000US14756,0
8600000US14757,127
8600000US14760,484
8600000US14767,12
8600000US14769,24
8600000US14770,37
8600000US14772,14
8600000US14774,0
8600000US14775,49
8600000US14777,5
8600000US14778,171
8600000US14779,115
8600000US14781,8
8600000US14782,11
8600000US14783,0
8600000US14784,10
8600000US14787,14
8600000US14788,0
8600000US14801,106
8600000US14802,400
8600000US14803,12
8600000US14804,52
8600000US14805,26
8600000US14806,49
8600000US14807,30
8600000US14808,6
8600000US14809,23
8600000US14810,253
8600000US14812,35
8600000US14813,32
8600000US14814,112
8600000US14815,4
8600000US14816,0
8600000US14817,111
8600000US14818,0
8600000US14819,14
8600000US14820,0
8600000US14821,38
8600000US14822,10
8600000US14823,25
8600000US14824,31
8600000US14825,6
8600000US14826,0
8600000US14827,0
8600000US14830,601
8600000US14836,0
8600000US14837,96
8600000US14838,14
8600000US14839,7
8600000US14840,39
8600000US14841,0
8600000US14842,3
8600000US14843,215
8600000US14845,988
8600000US14846,13
8600000US14847,77
8600000US14850,11833
8600000US14853,320
8600000US14854,0
8600000US14855,26
8600000US14856,0
8600000US14858,14
8600000US14859,5
8600000US14860,8
8600000US14861,13
8600000US14864,59
8600000US14865,87
8600000US14867,179
8600000US14869,3
8600000US14870,855
8600000US14871,58
8600000US14872,3
8600000US14873,21
8600000US14874,3
8600000US14877,21
8600000US14878,8
8600000US14879,23
8600000US14880,4
8600000US14881,0
8600000US14882,106
8600000US14883,158
8600000US14884,0
8600000US14885,14
8600000US14886,180
8600000US14889,16
8600000US14891,68
8600000US14892,158
8600000US14893,0
8600000US14894,26
8600000US14895,174
8600000US14897,2
8600000US14898,7
8600000US14901,435
8600000US14903,161
8600000US14904,162
8600000US14905,293
8600000US15001,677
8600000US15003,157
8600000US15004,37
8600000US15005,425
8600000US15006,0
8600000US15007,0
8600000US15009,175
8600000US15010,528
8600000US15012,311
8600000US15014,15
8600000US15015,41
8600000US15017,852
8600000US15018,0
8600000US15019,8
8600000US15020,0
8600000US15021,65
8600000US15022,92
8600000US15024,441
8600000US15025,229
8600000US15026,101
8600000US15027,42
8600000US15028,0
8600000US15030,18
8600000US15031,0
8600000US15033,62
8600000US15034,10
8600000US15035,58
8600000US15037,95
8600000US15038,0
8600000US15042,124
8600000US15043,132
8600000US15044,657
8600000US15045,98
8600000US15046,91
8600000US15047,0
8600000US15049,12
8600000US15050,14
8600000US15051,0
8600000US15052,14
8600000US15053,0
8600000US15054,11
8600000US15055,96
8600000US15056,24
8600000US15057,483
8600000US15059,43
8600000US15060,0
8600000US15061,189
8600000US15062,60
8600000US15063,210
8600000US15064,0
8600000US15065,104
8600000US15066,124
8600000US15067,36
8600000US15068,506
8600000US15071,486
8600000US15072,0
8600000US15074,209
8600000US15075,0
8600000US15076,0
8600000US15077,0
8600000US15078,0
8600000US15081,13
8600000US15082,0
8600000US15083,16
8600000US15084,69
8600000US15085,67
8600000US15086,20
8600000US15087,0
8600000US15088,7
8600000US15089,27
8600000US15090,2222
8600000US15101,1609
8600000US15102,860
8600000US15104,211
8600000US15106,639
8600000US15108,2581
8600000US15110,169
8600000US15112,74
8600000US15116,358
8600000US15120,460
8600000US15122,192
8600000US15126,388
8600000US15129,509
8600000US15131,143
8600000US15132,383
8600000US15133,51
8600000US15135,99
8600000US15136,929
8600000US15137,267
8600000US15139,173
8600000US15140,32
8600000US15142,203
8600000US15143,1490
8600000US15144,57
8600000US15145,64
8600000US15146,2025
8600000US15147,507
8600000US15148,25
8600000US15201,457
8600000US15202,526
8600000US15203,525
8600000US15204,236
8600000US15205,1522
8600000US15206,2613
8600000US15207,509
8600000US15208,552
8600000US15209,276
8600000US15210,1180
8600000US15211,335
8600000US15212,875
8600000US15213,4615
8600000US15214,377
8600000US15215,752
8600000US15216,1355
8600000US15217,5344
8600000US15218,700
8600000US15219,749
8600000US15220,2313
8600000US15221,1012
8600000US15222,530
8600000US15223,216
8600000US15224,537
8600000US15225,8
8600000US15226,706
8600000US15227,2228
8600000US15228,1667
8600000US15229,416
8600000US15232,2468
8600000US15233,125
8600000US15234,1158
8600000US15235,936
8600000US15236,1521
8600000US15237,2771
8600000US15238,1328
8600000US15239,371
8600000US15241,1920
8600000US15243,927
8600000US15260,0
8600000US15290,0
8600000US15301,976
8600000US15310,0
8600000US15311,0
8600000US15312,62
8600000US15313,0
8600000US15314,47
8600000US15315,8
8600000US15316,0
8600000US15317,1054
8600000US15320,18
8600000US15321,7
8600000US15322,26
8600000US15323,50
8600000US15324,9
8600000US15325,0
8600000US15327,0
8600000US15329,23
8600000US15330,55
8600000US15331,3
8600000US15332,62
8600000US15333,11
8600000US15334,0
8600000US15337,4
8600000US15338,0
8600000US15340,0
8600000US15341,7
8600000US15342,160
8600000US15344,15
8600000US15345,0
8600000US15346,6
8600000US15347,0
8600000US15348,0
8600000US15349,4
8600000US15350,0
8600000US15351,0
8600000US15352,3
8600000US15353,0
8600000US15357,1
8600000US15358,0
8600000US15359,1
8600000US15360,0
8600000US15361,0
8600000US15362,3
8600000US15363,0
8600000US15364,9
8600000US15366,0
8600000US15367,525
8600000US15368,0
8600000US15370,110
8600000US15376,8
8600000US15377,0
8600000US15378,28
8600000US15379,0
8600000US15380,2
8600000US15401,533
8600000US15410,0
8600000US15411,0
8600000US15412,2
8600000US15413,0
8600000US15417,26
8600000US15419,157
8600000US15420,0
8600000US15421,0
8600000US15422,0
8600000US15423,5
8600000US15424,6
8600000US15425,224
8600000US15427,10
8600000US15428,35
8600000US15429,0
8600000US15430,0
8600000US15431,18
8600000US15432,2
8600000US15433,0
8600000US15434,0
8600000US15435,0
8600000US15436,13
8600000US15437,83
8600000US15438,24
8600000US15440,0
8600000US15442,13
8600000US15443,0
8600000US15444,0
8600000US15445,20
8600000US15446,0
8600000US15447,0
8600000US15448,0
8600000US15449,0
8600000US15450,2
8600000US15451,0
8600000US15454,0
8600000US15455,0
8600000US15456,0
8600000US15458,0
8600000US15459,8
8600000US15460,0
8600000US15461,11
8600000US15462,0
8600000US15463,0
8600000US15464,47
8600000US15466,4
8600000US15467,0
8600000US15468,6
8600000US15469,0
8600000US15470,0
8600000US15472,0
8600000US15473,70
8600000US15474,7
8600000US15475,0
8600000US15476,0
8600000US15477,0
8600000US15478,45
8600000US15479,11
8600000US15480,3
8600000US15482,0
8600000US15483,0
8600000US15484,0
8600000US15486,4
8600000US15489,0
8600000US15490,0
8600000US15492,0
8600000US15501,131
8600000US15502,0
8600000US15510,51
8600000US15520,0
8600000US15521,2
8600000US15522,101
8600000US15530,42
8600000US15531,10
8600000US15532,0
8600000US15533,0
8600000US15534,3
8600000US15535,13
8600000US15536,2
8600000US15537,45
8600000US15538,0
8600000US15539,0
8600000US15540,0
8600000US15541,9
8600000US15542,0
8600000US15544,0
8600000US15545,0
8600000US15546,0
8600000US15547,0
8600000US15550,7
8600000US15551,0
8600000US15552,8
8600000US15554,0
8600000US15555,0
8600000US15557,20
8600000US15558,2
8600000US15559,4
8600000US15560,5
8600000US15561,0
8600000US15562,0
8600000US15563,35
8600000US15564,0
8600000US15601,1146
8600000US15610,11
8600000US15611,0
8600000US15612,13
8600000US15613,86
8600000US15615,0
8600000US15616,0
8600000US15617,0
8600000US15618,12
8600000US15620,8
8600000US15621,0
8600000US15622,51
8600000US15623,6
8600000US15624,21
8600000US15625,0
8600000US15626,99
8600000US15627,70
8600000US15628,4
8600000US15629,0
8600000US15631,26
8600000US15632,462
8600000US15633,0
8600000US15634,0
8600000US15635,0
8600000US15636,136
8600000US15637,7
8600000US15638,0
8600000US15639,5
8600000US15640,8
8600000US15641,2
8600000US15642,835
8600000US15644,226
8600000US15646,0
8600000US15647,0
8600000US15650,224
8600000US15655,6
8600000US15656,62
8600000US15658,32
8600000US15660,0
8600000US15661,0
8600000US15662,0
8600000US15663,8
8600000US15665,0
8600000US15666,356
8600000US15668,507
8600000US15670,7
8600000US15671,0
8600000US15672,13
8600000US15673,0
8600000US15675,5
8600000US15676,0
8600000US15677,0
8600000US15678,0
8600000US15679,37
8600000US15680,0
8600000US15681,73
8600000US15683,13
8600000US15684,0
8600000US15686,3
8600000US15687,5
8600000US15688,0
8600000US15689,0
8600000US15690,55
8600000US15691,0
8600000US15692,0
8600000US15693,0
8600000US15695,0
8600000US15696,8
8600000US15697,8
8600000US15698,0
8600000US15701,963
8600000US15710,0
8600000US15711,3
8600000US15712,0
8600000US15713,0
8600000US15714,18
8600000US15715,0
8600000US15716,33
8600000US15717,194
8600000US15721,6
8600000US15722,17
8600000US15723,0
8600000US15724,9
8600000US15725,0
8600000US15727,0
8600000US15728,10
8600000US15729,11
8600000US15730,0
8600000US15731,0
8600000US15732,9
8600000US15733,0
8600000US15734,0
8600000US15736,0
8600000US15737,0
8600000US15738,0
8600000US15739,4
8600000US15741,0
8600000US15742,0
8600000US15744,0
8600000US15745,0
8600000US15746,2
8600000US15747,21
8600000US15748,11
8600000US15750,0
8600000US15752,0
8600000US15753,0
8600000US15754,0
8600000US15756,4
8600000US15757,9
8600000US15759,31
8600000US15760,0
8600000US15761,0
8600000US15762,1
8600000US15764,0
8600000US15765,6
8600000US15767,69
8600000US15770,0
8600000US15771,5
8600000US15772,0
8600000US15773,3
8600000US15774,193
8600000US15775,0
8600000US15776,0
8600000US15777,0
8600000US15778,0
8600000US15779,20
8600000US15780,0
8600000US15781,0
8600000US15783,4
8600000US15784,0
8600000US15801,241
8600000US15821,9
8600000US15823,14
8600000US15824,28
8600000US15825,85
8600000US15827,2
8600000US15828,3
8600000US15829,1
8600000US15832,0
8600000US15834,70
8600000US15840,2
8600000US15841,10
8600000US15845,39
8600000US15846,0
8600000US15847,0
8600000US15848,3
8600000US15849,0
8600000US15851,32
8600000US15853,11
8600000US15856,0
8600000US15857,206
8600000US15860,10
8600000US15861,0
8600000US15863,0
8600000US15864,14
8600000US15865,3
8600000US15866,3
8600000US15868,14
8600000US15870,0
8600000US15901,59
8600000US15902,115
8600000US15904,222
8600000US15905,418
8600000US15906,53
8600000US15909,5
8600000US15920,0
8600000US15921,0
8600000US15922,0
8600000US15923,3
8600000US15924,0
8600000US15925,0
8600000US15926,45
8600000US15927,0
8600000US15928,41
8600000US15929,0
8600000US15930,0
8600000US15931,101
8600000US15934,0
8600000US15935,1
8600000US15936,4
8600000US15937,0
8600000US15938,24
8600000US15940,250
8600000US15942,10
8600000US15943,30
8600000US15944,68
8600000US15945,0
8600000US15946,29
8600000US15948,0
8600000US15949,0
8600000US15951,0
8600000US15952,13
8600000US15953,0
8600000US15954,27
8600000US15955,79
8600000US15956,3
8600000US15957,5
8600000US15958,0
8600000US15960,0
8600000US15961,4
8600000US15962,1
8600000US15963,170
8600000US16001,561
8600000US16002,205
8600000US16020,10
8600000US16022,1
8600000US16023,13
8600000US16024,0
8600000US16025,34
8600000US16027,3
8600000US16028,18
8600000US16029,1
8600000US16030,0
8600000US16033,27
8600000US16034,5
8600000US16035,0
8600000US16036,0
8600000US16037,56
8600000US16038,15
8600000US16040,6
8600000US16041,4
8600000US16045,20
8600000US16046,773
8600000US16048,0
8600000US16049,7
8600000US16050,12
8600000US16051,17
8600000US16052,24
8600000US16053,8
8600000US16054,2
8600000US16055,180
8600000US16056,59
8600000US16057,385
8600000US16059,173
8600000US16061,0
8600000US16063,52
8600000US16066,1112
8600000US16101,408
8600000US16102,43
8600000US16105,288
8600000US16110,0
8600000US16111,9
8600000US16112,15
8600000US16113,0
8600000US16114,3
8600000US16115,33
8600000US16116,87
8600000US16117,324
8600000US16120,18
8600000US16121,110
8600000US16123,39
8600000US16124,2
8600000US16125,170
8600000US16127,262
8600000US16130,13
8600000US16131,7
8600000US16132,0
8600000US16133,5
8600000US16134,16
8600000US16136,34
8600000US16137,152
8600000US16140,0
8600000US16141,44
8600000US16142,63
8600000US16143,24
8600000US16145,17
8600000US16146,524
8600000US16148,200
8600000US16150,124
8600000US16151,0
8600000US16153,7
8600000US16154,0
8600000US16155,0
8600000US16156,57
8600000US16157,22
8600000US16159,15
8600000US16160,4
8600000US16161,12
8600000US16201,62
8600000US16210,5
8600000US16211,0
8600000US16212,3
8600000US16213,0
8600000US16214,311
8600000US16217,0
8600000US16218,8
8600000US16222,8
8600000US16223,0
8600000US16224,0
8600000US16226,5
8600000US16228,7
8600000US16229,42
8600000US16230,0
8600000US16232,27
8600000US16233,0
8600000US16235,4
8600000US16236,0
8600000US16238,4
8600000US16239,117
8600000US16240,6
8600000US16242,24
8600000US16244,0
8600000US16245,0
8600000US16246,0
8600000US16248,21
8600000US16249,56
8600000US16250,0
8600000US16253,0
8600000US16254,21
8600000US16255,29
8600000US16256,7
8600000US16258,8
8600000US16259,15
8600000US16260,0
8600000US16262,24
8600000US16263,0
8600000US16301,137
8600000US16311,2
8600000US16312,0
8600000US16313,4
8600000US16314,66
8600000US16316,93
8600000US16317,12
8600000US16319,0
8600000US16321,0
8600000US16322,21
8600000US16323,107
8600000US16326,0
8600000US16327,18
8600000US16328,0
8600000US16329,8
8600000US16331,4
8600000US16332,0
8600000US16333,0
8600000US16334,0
8600000US16335,457
8600000US16340,10
8600000US16341,15
8600000US16342,20
8600000US16343,0
8600000US16344,0
8600000US16345,52
8600000US16346,36
8600000US16347,4
8600000US16350,26
8600000US16351,8
8600000US16352,0
8600000US16353,23
8600000US16354,119
8600000US16360,10
8600000US16361,0
8600000US16362,14
8600000US16364,6
8600000US16365,264
8600000US16370,0
8600000US16371,33
8600000US16372,0
8600000US16373,79
8600000US16374,2
8600000US16401,143
8600000US16402,0
8600000US16403,70
8600000US16404,25
8600000US16405,6
8600000US16406,19
8600000US16407,175
8600000US16410,25
8600000US16411,20
8600000US16412,543
8600000US16415,268
8600000US16416,0
8600000US16417,116
8600000US16420,21
8600000US16421,51
8600000US16422,0
8600000US16423,118
8600000US16424,18
8600000US16426,40
8600000US16427,0
8600000US16428,151
8600000US16433,51
8600000US16434,32
8600000US16435,47
8600000US16436,9
8600000US16438,77
8600000US16440,2
8600000US16441,112
8600000US16442,18
8600000US16443,18
8600000US16444,105
8600000US16501,139
8600000US16502,882
8600000US16503,1568
8600000US16504,780
8600000US16505,378
8600000US16506,1158
8600000US16507,804
8600000US16508,592
8600000US16509,1450
8600000US16510,1315
8600000US16511,813
8600000US16546,134
8600000US16563,185
8600000US16601,355
8600000US16602,312
8600000US16611,18
8600000US16613,8
8600000US16616,1
8600000US16617,14
8600000US16619,0
8600000US16620,0
8600000US16621,0
8600000US16622,0
8600000US16623,0
8600000US16624,0
8600000US16625,6
8600000US16627,25
8600000US16630,62
8600000US16631,0
8600000US16633,0
8600000US16634,0
8600000US16635,139
8600000US16636,0
8600000US16637,17
8600000US16638,0
8600000US16639,10
8600000US16640,11
8600000US16641,14
8600000US16645,0
8600000US16646,4
8600000US16647,0
8600000US16648,367
8600000US16650,52
8600000US16651,85
8600000US16652,291
8600000US16655,0
8600000US16656,7
8600000US16657,11
8600000US16659,0
8600000US16661,2
8600000US16662,74
8600000US16664,17
8600000US16665,33
8600000US16666,20
8600000US16667,3
8600000US16668,26
8600000US16669,33
8600000US16670,0
8600000US16671,0
8600000US16672,0
8600000US16673,51
8600000US16674,5
8600000US16677,0
8600000US16678,4
8600000US16679,4
8600000US16680,5
8600000US16682,0
8600000US16683,6
8600000US16685,0
8600000US16686,79
8600000US16689,2
8600000US16691,2
8600000US16692,12
8600000US16693,10
8600000US16694,2
8600000US16695,0
8600000US16699,61
8600000US16701,324
8600000US16720,6
8600000US16724,0
8600000US16725,0
8600000US16726,0
8600000US16727,0
8600000US16728,0
8600000US16729,9
8600000US16730,0
8600000US16731,25
8600000US16732,4
8600000US16733,8
8600000US16734,0
8600000US16735,58
8600000US16738,229
8600000US16740,0
8600000US16743,17
8600000US16744,0
8600000US16745,0
8600000US16746,11
8600000US16748,13
8600000US16749,38
8600000US16750,0
8600000US16801,5133
8600000US16802,1129
8600000US16803,4604
8600000US16820,0
8600000US16821,0
8600000US16822,27
8600000US16823,581
8600000US16825,0
8600000US16826,0
8600000US16827,424
8600000US16828,94
8600000US16829,0
8600000US16830,146
8600000US16832,5
8600000US16833,52
8600000US16834,0
8600000US16835,1
8600000US16836,2
8600000US16837,0
8600000US16838,21
8600000US16839,0
8600000US16840,0
8600000US16841,14
8600000US16843,0
8600000US16844,25
8600000US16845,2
8600000US16847,0
8600000US16848,0
8600000US16849,17
8600000US16851,7
8600000US16852,0
8600000US16853,0
8600000US16854,6
8600000US16855,0
8600000US16858,145
8600000US16859,0
8600000US16860,0
8600000US16861,3
8600000US16863,0
8600000US16865,60
8600000US16866,1555
8600000US16868,0
8600000US16870,189
8600000US16871,0
8600000US16872,21
8600000US16874,6
8600000US16875,105
8600000US16876,0
8600000US16877,25
8600000US16878,10
8600000US16879,0
8600000US16881,11
8600000US16882,3
8600000US16901,200
8600000US16911,4
8600000US16912,24
8600000US16914,31
8600000US16915,106
8600000US16917,20
8600000US16920,3
8600000US16921,0
8600000US16922,8
8600000US16923,8
8600000US16925,39
8600000US16926,5
8600000US16927,5
8600000US16928,8
8600000US16929,20
8600000US16930,11
8600000US16932,7
8600000US16933,126
8600000US16935,6
8600000US16936,11
8600000US16937,0
8600000US16938,25
8600000US16939,3
8600000US16940,2
8600000US16941,0
8600000US16942,4
8600000US16943,3
8600000US16946,16
8600000US16947,53
8600000US16948,40
8600000US16950,10
8600000US17002,0
8600000US17003,234
8600000US17004,24
8600000US17005,0
8600000US17006,25
8600000US17007,95
8600000US17009,0
8600000US17010,0
8600000US17011,3180
8600000US17013,2267
8600000US17015,794
8600000US17016,34
8600000US17017,7
8600000US17018,100
8600000US17019,598
8600000US17020,178
8600000US17021,5
8600000US17022,688
8600000US17023,8
8600000US17024,14
8600000US17025,1150
8600000US17026,67
8600000US17027,96
8600000US17028,90
8600000US17029,0
8600000US17030,13
8600000US17032,50
8600000US17033,1497
8600000US17034,130
8600000US17035,0
8600000US17036,1698
8600000US17037,18
8600000US17038,252
8600000US17039,0
8600000US17040,7
8600000US17041,0
8600000US17042,1691
8600000US17043,514
8600000US17044,191
8600000US17045,31
8600000US17046,1784
8600000US17047,7
8600000US17048,36
8600000US17049,11
8600000US17050,2993
8600000US17051,33
8600000US17052,4
8600000US17053,62
8600000US17055,1353
8600000US17056,0
8600000US17057,706
8600000US17058,122
8600000US17059,257
8600000US17060,2
8600000US17061,85
8600000US17062,26
8600000US17063,68
8600000US17064,5
8600000US17065,39
8600000US17066,57
8600000US17067,188
8600000US17068,110
8600000US17069,0
8600000US17070,372
8600000US17071,0
8600000US17072,0
8600000US17073,262
8600000US17074,36
8600000US17075,0
8600000US17076,0
8600000US17077,0
8600000US17078,731
8600000US17080,13
8600000US17081,0
8600000US17082,48
8600000US17083,0
8600000US17084,39
8600000US17086,34
8600000US17087,4
8600000US17088,32
8600000US17090,77
8600000US17093,27
8600000US17094,11
8600000US17097,13
8600000US17098,13
8600000US17099,0
8600000US17101,124
8600000US17102,636
8600000US17103,1496
8600000US17104,2347
8600000US17109,1879
8600000US17110,2155
8600000US17111,3450
8600000US17112,1752
8600000US17113,694
8600000US17120,0
8600000US17201,2281
8600000US17202,876
8600000US17210,0
8600000US17211,0
8600000US17212,0
8600000US17213,0
8600000US17214,31
8600000US17215,0
8600000US17217,0
8600000US17219,5
8600000US17220,0
8600000US17221,0
8600000US17222,245
8600000US17223,0
8600000US17224,19
8600000US17225,413
8600000US17228,3
8600000US17229,3
8600000US17233,50
8600000US17235,217
8600000US17236,80
8600000US17237,15
8600000US17238,9
8600000US17239,0
8600000US17240,40
8600000US17241,95
8600000US17243,6
8600000US17244,57
8600000US17246,0
8600000US17247,17
8600000US17249,0
8600000US17250,34
8600000US17251,0
8600000US17252,34
8600000US17253,0
8600000US17254,1
8600000US17255,10
8600000US17256,0
8600000US17257,963
8600000US17260,15
8600000US17261,4
8600000US17262,15
8600000US17263,16
8600000US17264,1
8600000US17265,4
8600000US17266,2
8600000US17267,37
8600000US17268,548
8600000US17270,0
8600000US17271,0
8600000US17272,0
8600000US17301,97
8600000US17302,42
8600000US17304,153
8600000US17306,45
8600000US17307,394
8600000US17309,0
8600000US17311,0
8600000US17313,242
8600000US17314,130
8600000US17315,639
8600000US17316,219
8600000US17317,28
8600000US17318,15
8600000US17319,201
8600000US17320,113
8600000US17321,22
8600000US17322,51
8600000US17324,121
8600000US17325,1406
8600000US17327,118
8600000US17329,12
8600000US17331,1399
8600000US17339,64
8600000US17340,150
8600000US17343,0
8600000US17344,90
8600000US17345,345
8600000US17347,138
8600000US17349,206
8600000US17350,692
8600000US17352,8
8600000US17353,45
8600000US17355,0
8600000US17356,569
8600000US17360,118
8600000US17361,94
8600000US17362,288
8600000US17363,242
8600000US17364,38
8600000US17365,7
8600000US17366,15
8600000US17368,139
8600000US17370,61
8600000US17371,0
8600000US17372,350
8600000US17401,1412
8600000US17402,2788
8600000US17403,2020
8600000US17404,1650
8600000US17406,1028
8600000US17407,105
8600000US17408,512
8600000US17501,363
8600000US17502,44
8600000US17505,13
8600000US17507,0
8600000US17508,0
8600000US17509,52
8600000US17512,501
8600000US17516,63
8600000US17517,386
8600000US17518,3
8600000US17519,112
8600000US17520,187
8600000US17522,1377
8600000US17527,81
8600000US17529,120
8600000US17532,41
8600000US17535,77
8600000US17536,40
8600000US17538,245
8600000US17540,658
8600000US17543,2086
8600000US17545,468
8600000US17547,46
8600000US17550,0
8600000US17551,269
8600000US17552,724
8600000US17554,603
8600000US17555,13
8600000US17557,673
8600000US17560,47
8600000US17562,54
8600000US17563,110
8600000US17565,10
8600000US17566,271
8600000US17569,251
8600000US17570,0
8600000US17572,24
8600000US17576,0
8600000US17578,353
8600000US17579,123
8600000US17581,52
8600000US17582,10
8600000US17584,216
8600000US17601,4149
8600000US17602,3462
8600000US17603,4893
8600000US17606,0
8600000US17701,736
8600000US17702,146
8600000US17721,16
8600000US17723,0
8600000US17724,36
8600000US17727,0
8600000US17728,145
8600000US17729,0
8600000US17730,0
8600000US17731,13
8600000US17737,93
8600000US17739,0
8600000US17740,100
8600000US17742,0
8600000US17744,36
8600000US17745,383
8600000US17747,22
8600000US17748,0
8600000US17749,6
8600000US17750,7
8600000US17751,60
8600000US17752,47
8600000US17754,166
8600000US17756,297
8600000US17758,6
8600000US17760,0
8600000US17762,8
8600000US17763,0
8600000US17764,10
8600000US17765,6
8600000US17767,0
8600000US17768,0
8600000US17771,47
8600000US17772,5
8600000US17774,8
8600000US17776,0
8600000US17777,106
8600000US17778,0
8600000US17779,0
8600000US17801,187
8600000US17810,515
8600000US17812,27
8600000US17813,8
8600000US17814,68
8600000US17815,918
8600000US17820,45
8600000US17821,586
8600000US17822,0
8600000US17823,11
8600000US17824,65
8600000US17827,10
8600000US17829,0
8600000US17830,16
8600000US17832,4
8600000US17834,110
8600000US17835,4
8600000US17836,0
8600000US17837,773
8600000US17840,0
8600000US17841,34
8600000US17842,14
8600000US17844,125
8600000US17845,7
8600000US17846,71
8600000US17847,95
8600000US17850,0
8600000US17851,121
8600000US17853,7
8600000US17855,6
8600000US17856,20
8600000US17857,117
8600000US17859,62
8600000US17860,4
8600000US17861,0
8600000US17862,23
8600000US17864,14
8600000US17865,0
8600000US17866,169
8600000US17867,0
8600000US17868,49
8600000US17870,302
8600000US17872,58
8600000US17876,55
8600000US17878,2
8600000US17880,0
8600000US17881,39
8600000US17884,0
8600000US17885,0
8600000US17886,0
8600000US17887,0
8600000US17888,0
8600000US17889,32
8600000US17901,272
8600000US17920,2
8600000US17921,233
8600000US17922,77
8600000US17923,0
8600000US17925,0
8600000US17929,55
8600000US17930,6
8600000US17931,272
8600000US17933,0
8600000US17934,0
8600000US17935,0
8600000US17936,6
8600000US17938,0
8600000US17941,1
8600000US17943,0
8600000US17944,0
8600000US17945,2
8600000US17946,0
8600000US17948,212
8600000US17949,0
8600000US17951,16
8600000US17952,4
8600000US17953,2
8600000US17954,48
8600000US17957,0
8600000US17959,6
8600000US17960,53
8600000US17961,226
8600000US17963,66
8600000US17964,8
8600000US17965,3
