GEO.id,Poverty_status,Bachelors,Labor_force,Employed,Full_time,Poverty_200,Poverty_500
8600000US01432,7489,1996,4556,4087,3020,1954,4317
8600000US01434,627,159,316,288,219,98,461
8600000US01436,3666,416,1977,1785,1091,846,2437
8600000US01438,553,49,174,107,59,190,553
8600000US01440,19202,2240,9570,8602,5480,7757,16054
8600000US01450,11056,4972,5915,5559,3868,757,4347
8600000US01451,4736,2454,2512,2289,1553,677,1573
8600000US01452,4474,846,2495,2341,1678,873,2617
8600000US01453,40827,7815,22963,20852,13284,11532,30083
8600000US01460,9227,3911,5202,4890,3431,1372,3416
8600000US01462,10814,2751,6275,5976,3998,1747,5516
8600000US01463,11944,2935,6592,6148,4101,1644,6954
8600000US01464,5586,1354,2914,2702,1903,1197,3530
8600000US01467,472,260,187,165,131,66,119
8600000US01468,3717,433,2401,2186,1264,573,2394
8600000US01469,7269,1580,4174,3958,2665,1146,4387
8600000US01473,7368,2217,4449,4279,3011,679,4001
8600000US01474,1934,563,1149,1088,672,121,963
8600000US01475,10292,1470,5684,5353,3567,2111,7689
8600000US01501,16101,4174,8817,8279,5544,2354,9887
8600000US01503,2947,1073,1765,1703,1093,302,1459
8600000US01504,9029,1671,5499,5091,3562,1621,5459
8600000US01505,4426,1707,2565,2455,1546,325,1843
8600000US01506,3368,772,1759,1654,1127,755,2362
8600000US01507,13043,2901,7687,7005,5124,1696,7563
8600000US01510,13727,3298,7894,7331,5230,2786,9888
8600000US01515,2198,478,1361,1261,886,523,1312
8600000US01516,8620,2028,5050,4720,3280,1025,5034
8600000US01518,2948,1007,1420,1346,884,511,1722
8600000US01519,6301,2495,3599,3487,2624,642,2454
8600000US01520,14798,5370,8413,7954,5398,1448,7098
8600000US01521,2493,590,1570,1431,965,463,1652
8600000US01522,3089,1064,1858,1730,1147,179,1299
8600000US01523,6460,1860,3871,3646,2501,688,3579
8600000US01524,6421,1324,3703,3476,2095,1191,4345
8600000US01525,138,65,118,87,73,0,110
8600000US01527,13218,2972,7616,7179,4533,2240,7944
8600000US01529,3203,563,1792,1681,1112,625,1823
8600000US01531,1116,287,623,575,401,161,737
8600000US01532,14659,5333,8229,7858,5499,1472,6452
8600000US01534,6236,1554,3744,3497,2580,781,3139
8600000US01535,4716,815,2678,2511,1548,929,3225
8600000US01536,7598,2471,4272,3985,3066,1292,4063
8600000US01537,2306,439,1089,1014,633,535,1799
8600000US01540,10999,2208,6293,6029,4247,2285,6917
8600000US01541,3456,1503,1920,1803,1415,539,1443
8600000US01542,2056,336,1240,1175,863,220,1297
8600000US01543,8295,2464,4802,4516,2973,732,3597
8600000US01545,35864,12969,19756,18647,13117,4481,17184
8600000US01550,16552,1840,8723,7858,4940,6953,13749
8600000US01560,4535,1394,2361,2180,1636,757,2528
8600000US01561,141,83,123,108,45,46,141
8600000US01562,11755,2079,6556,6137,4319,3028,8153
8600000US01564,7823,2586,4203,3965,2710,1410,4388
8600000US01566,6469,2025,3452,3298,2392,639,3294
8600000US01568,7408,2340,4377,4080,2945,799,2767
8600000US01569,13740,3233,8274,7449,5105,2198,7713
8600000US01570,16415,2628,8953,7979,5215,5585,12843
8600000US01571,10516,2212,6151,5615,3969,2434,6866
8600000US01581,18266,8404,10288,9782,6890,1955,7575
8600000US01583,5444,1702,3043,2866,1954,919,3413
8600000US01585,4511,987,2604,2392,1575,1064,3069
8600000US01588,9468,1958,5371,5056,3345,2252,6626
8600000US01590,9080,2597,5048,4903,3501,804,3964
8600000US01602,22476,7217,12650,11826,8179,5836,14845
8600000US01603,19615,2803,10228,9076,6433,8115,16415
8600000US01604,34962,6498,18348,16615,11970,14137,28028
8600000US01605,27548,4491,13418,12043,7622,14024,22965
8600000US01606,18530,5139,10777,9879,6780,4476,12136
8600000US01607,9261,1813,4916,4406,2994,3415,7377
8600000US01608,3205,364,1295,1056,687,2223,3118
8600000US01609,16008,4503,8207,7489,4554,6809,11474
8600000US01610,21089,1866,10239,8737,5662,13258,19151
8600000US01611,2548,436,1563,1478,1007,819,1619
8600000US01612,4355,1588,2512,2453,1671,389,1948
8600000US01701,31406,13274,18199,17288,11830,5232,14830
8600000US01702,36023,9218,21569,20146,12946,13504,26798
8600000US01718,415,249,255,237,176,0,13
8600000US01719,5137,2687,3076,2856,1978,519,1802
8600000US01720,22317,11564,12413,11798,8287,1767,6758
8600000US01721,17111,7064,10095,9614,6877,1862,6822
8600000US01730,13521,6417,7098,6699,4547,1470,4848
8600000US01731,2008,518,366,326,650,462,1502
8600000US01740,5055,2203,2929,2813,1944,316,1772
8600000US01741,5074,2912,2622,2480,1732,169,836
8600000US01742,17402,9486,8242,7933,5797,1734,5146
8600000US01745,373,134,209,171,145,8,193
8600000US01746,14157,5732,7596,7132,4946,1643,5710
8600000US01747,5883,1613,3204,3045,2074,424,3093
8600000US01748,15833,6836,8230,7774,5851,992,3952
8600000US01749,19552,5208,10862,10334,7163,3105,11345
8600000US01752,38941,10582,23805,22540,15455,8713,24719
8600000US01754,10412,3827,6208,5879,3758,1748,5499
8600000US01756,5919,1841,3440,3161,1892,465,2197
8600000US01757,28376,7019,15973,15024,10528,6813,17808
8600000US01760,34376,16708,20014,19220,13319,3906,13183
8600000US01770,4245,2304,2102,2028,1267,184,994
8600000US01772,9424,4431,5039,4810,3366,719,2314
8600000US01773,5243,3149,2583,2529,1749,290,1462
8600000US01775,6957,3049,3682,3524,2458,704,2140
8600000US01776,18188,9371,9150,8732,5991,979,4170
8600000US01778,13506,7652,6772,6500,4367,1179,3655
8600000US01801,39357,10816,23546,22008,15219,7186,22929
8600000US01803,25451,8630,14204,13343,9633,3044,12216
8600000US01810,33442,16205,17555,16617,11845,3145,10619
8600000US01821,31493,7103,18556,17418,12039,4011,16963
8600000US01824,25586,9813,14308,13620,9646,2111,10239
8600000US01826,30526,5353,17298,16265,11711,5526,18119
8600000US01827,3343,1252,1821,1751,1148,299,1142
8600000US01830,25754,4831,14349,13031,8624,8598,18129
8600000US01832,22156,4281,12096,10943,7737,6937,15733
8600000US01833,8441,2805,4796,4623,3180,664,3251
8600000US01834,6646,1609,3663,3503,2492,654,3416
8600000US01835,12993,3127,7832,7295,4899,2368,8144
8600000US01840,5146,408,2135,1812,1219,3515,4832
8600000US01841,47505,2518,23700,20349,13196,28163,44179
8600000US01843,25285,2399,12805,11428,7320,12597,22029
8600000US01844,48265,9561,27600,25432,17391,11543,32365
8600000US01845,28279,11381,15832,14864,10215,2986,11984
8600000US01850,15801,1954,8737,7784,5025,7080,13036
8600000US01851,29667,4005,16397,14491,9548,11342,24883
8600000US01852,33135,6059,18346,16221,10986,12768,25094
8600000US01854,26198,3259,13764,12296,7567,11434,21894
8600000US01860,6578,2038,3848,3466,2128,1309,3725
8600000US01862,9864,2336,6218,5808,3970,1029,5125
8600000US01863,9051,3019,4933,4642,3285,1318,4545
8600000US01864,15292,5625,8725,8238,5812,1332,5316
8600000US01867,24673,9808,13667,13038,8676,2341,9798
8600000US01876,28987,6902,17055,16137,11275,3558,14462
8600000US01879,11961,3722,7551,7027,5093,1029,5410
8600000US01880,25462,8757,15159,14326,10403,3194,13247
8600000US01886,23167,10040,12331,11852,8405,1753,8255
8600000US01887,22841,5848,13453,12561,8146,2522,11846
8600000US01890,21861,10579,11044,10527,7640,1466,6024
8600000US01901,1367,213,646,537,399,939,1253
8600000US01902,46604,5041,23986,21442,14907,22550,40655
8600000US01904,17456,3670,10601,9963,7231,2504,10633
8600000US01905,25555,2432,13078,11988,8549,10607,20596
8600000US01906,27411,5081,16016,14732,9758,4538,16903
8600000US01907,13932,5595,7840,7463,5120,1585,5739
8600000US01908,3400,1318,1962,1872,1306,533,1702
8600000US01913,16687,5248,10142,9558,6532,2450,9267
8600000US01915,37804,12662,22082,20614,14086,7562,21921
8600000US01921,8138,3569,4449,4135,2843,527,2508
8600000US01922,2795,1165,1694,1619,975,250,1191
8600000US01923,26664,8058,15152,14038,9704,3719,14298
8600000US01929,3608,1324,2067,1961,1317,476,1593
8600000US01930,29163,7507,16290,14810,9204,7642,19549
8600000US01937,134,27,7,0,0,100,120
8600000US01938,13511,4972,7777,7239,4611,2366,7432
8600000US01940,12925,4760,7329,6847,4677,1105,4754
8600000US01944,5270,2357,2610,2348,1504,770,2340
8600000US01945,20152,9811,10582,10108,6620,2171,7750
8600000US01949,7763,2413,4311,4063,2662,846,3339
8600000US01950,17459,7960,9888,9214,6239,2866,7155
8600000US01951,4038,1804,2057,1940,1203,447,2060
8600000US01952,8620,1825,4815,4473,3048,2062,5585
8600000US01960,51282,10981,28407,26792,17923,11798,33057
8600000US01966,7042,2664,3791,3536,2182,1546,3905
8600000US01969,5985,1635,3346,3176,2261,659,2779
8600000US01970,40617,10986,23532,21755,15173,12315,28799
8600000US01982,7935,3447,3902,3723,2484,1000,3369
8600000US01983,6257,2610,3353,3231,2102,645,2303
8600000US01984,3567,1645,1673,1591,1100,416,1335
8600000US01985,4425,1686,2349,2234,1478,397,1745
8600000US02019,16544,3341,10483,9642,6912,1513,8816
8600000US02021,21941,8495,12314,11257,7868,3163,9611
8600000US02025,8221,3708,4269,4050,2609,715,2812
8600000US02026,24139,8403,13507,12766,9002,3231,12011
8600000US02030,5814,3160,2815,2658,1885,114,1408
8600000US02032,4080,1455,2456,2260,1650,624,1838
8600000US02035,17219,5793,9634,9032,6498,2395,9009
8600000US02038,31679,11445,17657,16514,11719,2666,12847
8600000US02043,22445,10575,10751,10263,6998,2603,7325
8600000US02045,10403,3523,6068,5600,3861,1861,5850
8600000US02047,151,0,33,16,0,33,151
8600000US02048,23397,7971,13606,12592,9165,2649,11595
8600000US02050,25774,8152,14486,13696,9055,3866,12998
8600000US02052,12328,5447,6282,5992,4004,1273,3855
8600000US02053,12956,4682,7905,7457,5108,926,4939
8600000US02054,7998,2747,4309,4091,2828,986,3795
8600000US02056,9462,3980,5139,4985,3281,676,3064
8600000US02061,10535,4149,5363,5002,3083,851,4295
8600000US02062,28503,9130,16710,15701,10646,4785,15658
8600000US02066,17704,7007,8916,8298,5602,1728,6702
8600000US02067,17776,8823,9869,9368,6389,1503,7049
8600000US02071,1197,304,598,553,390,0,488
8600000US02072,27732,7047,16056,14912,10736,4525,16377
8600000US02081,19170,7036,10535,10175,6802,1751,8074
8600000US02090,15069,7154,7763,7451,5382,787,4533
8600000US02093,11050,3687,6165,5736,3752,1290,4685
8600000US02108,3821,2538,2346,2223,1827,453,1185
8600000US02109,3819,2345,2748,2617,2008,768,1722
8600000US02110,2048,1581,1315,1278,932,372,600
8600000US02111,6541,2738,3941,3718,2435,2908,4283
8600000US02113,7221,4627,5601,5497,4173,1590,3957
8600000US02114,12284,8157,8930,8482,6519,2762,5756
8600000US02115,16519,6758,9148,8547,5093,8773,12845
8600000US02116,19897,12804,13418,12848,9449,4715,8821
8600000US02118,25725,11491,15456,14444,9910,11228,15764
8600000US02119,26198,4096,13188,11624,7240,14967,22716
8600000US02120,13321,2698,7334,6498,3094,8662,11659
8600000US02121,27997,2296,13285,10638,6582,16636,25357
8600000US02122,24679,3697,13923,12204,8235,10260,19882
8600000US02124,53000,8276,28679,25365,17759,20744,42183
8600000US02125,35228,7781,19791,17584,12032,16019,29202
8600000US02126,27634,2982,15528,13321,7966,10935,23500
8600000US02127,36142,16081,24024,22653,18195,10977,22035
8600000US02128,44820,6439,27731,25235,16539,20397,37035
8600000US02129,17888,8367,11080,10413,8021,5682,8890
8600000US02130,37974,18688,24771,23255,16031,11326,23335
8600000US02131,31189,9248,18707,16955,11982,8891,21290
8600000US02132,27932,11445,15897,15086,10806,4092,13542
8600000US02134,18126,6623,12331,11429,6993,7983,15198
8600000US02135,38160,16788,23631,22325,15159,15030,28658
8600000US02136,30721,5181,16963,15500,10951,8403,22627
8600000US02138,27119,17684,16176,15485,10804,5909,12999
8600000US02139,30578,17034,20368,19390,14009,7948,18316
8600000US02140,18339,9868,11811,11191,7793,3864,9463
8600000US02141,13039,6388,8527,8031,6187,3927,7922
8600000US02142,2440,1683,1332,1253,1009,738,1202
8600000US02143,26224,12965,18436,17495,12280,7145,18114
8600000US02144,24517,12976,17436,16643,12039,6325,14413
8600000US02145,25154,6864,15399,14311,9935,8336,18433
8600000US02148,60585,14139,35299,31892,21451,21299,46132
8600000US02149,43466,4902,25296,23036,14619,16676,36318
8600000US02150,37060,4044,20567,18626,12069,17738,32406
8600000US02151,52851,7609,30349,27685,18772,18910,42573
8600000US02152,17945,4694,10180,9463,6522,4015,12088
8600000US02155,54885,18314,33497,31529,22309,12355,34438
8600000US02163,1007,831,238,220,137,496,793
8600000US02169,55372,16243,33506,30696,21357,15126,36904
8600000US02170,19364,5656,11471,10669,7164,4748,12767
8600000US02171,17458,6074,10686,9926,7000,4000,11201
8600000US02176,27425,10668,16116,15411,10526,3111,12558
8600000US02180,21662,6534,12956,12227,8484,2933,11011
8600000US02184,36317,9856,20492,19099,13269,5613,20319
8600000US02186,25556,10630,13794,13045,9366,2671,10263
8600000US02188,14668,3737,8574,7881,5816,2502,9125
8600000US02189,15016,3132,8657,7835,4957,4354,10348
8600000US02190,16846,4285,9715,8933,6211,2584,8982
8600000US02191,8285,2007,4898,4430,2921,1690,5117
8600000US02199,1173,958,632,600,435,172,348
8600000US02203,0,0,0,0,0,0,0
8600000US02210,1996,1544,1712,1638,1394,170,557
8600000US02215,12227,6407,7781,7324,4742,6107,9372
8600000US02301,58725,6721,29870,26432,16845,25892,48545
8600000US02302,34113,4026,18680,16230,10209,10629,27548
8600000US02322,4453,862,2752,2483,1790,550,2519
8600000US02324,22432,5320,13299,12289,7852,4663,12203
