GEO.id,Poverty_status,Bachelors,Labor_force,Employed,Full_time,Poverty_200,Poverty_500
8600000US06069,2468,871,1326,1268,765,480,1243
8600000US06070,14535,6669,7868,7402,5066,1385,5435
8600000US06071,9407,2201,5343,4954,3221,1216,5084
8600000US06073,5906,2783,3100,2987,2206,335,1337
8600000US06074,25622,9201,14277,13607,9681,2568,11678
8600000US06076,12567,1808,7358,6831,4511,2914,8996
8600000US06078,9747,3322,5629,5303,3530,1440,4356
8600000US06081,1294,424,834,763,559,266,797
8600000US06082,40874,7291,23728,21792,14997,7881,27511
8600000US06084,14895,4449,8725,8350,5593,1341,6118
8600000US06085,7661,2654,4339,4150,2895,913,3322
8600000US06088,4600,934,2781,2504,1603,906,2890
8600000US06089,3216,1350,1823,1744,1169,338,1110
8600000US06090,1113,369,575,560,391,81,352
8600000US06091,164,31,85,60,28,20,111
8600000US06092,4544,2203,2464,2381,1513,221,1242
8600000US06093,3128,892,1817,1747,1247,134,1470
8600000US06095,28867,8071,16948,15399,10833,4387,16960
8600000US06096,12476,2169,7231,6739,4858,2102,7935
8600000US06098,12765,2095,7109,6432,4321,3510,9130
8600000US06103,1477,1011,1019,976,746,306,681
8600000US06105,18972,3829,10826,9532,6033,9651,16171
8600000US06106,36638,3155,17748,14072,9160,23183,33666
8600000US06107,19108,9580,10268,9876,6812,2030,7355
8600000US06108,24230,2488,13496,11512,7384,10774,20534
8600000US06109,26447,8156,14058,13214,8986,3810,14372
8600000US06110,11986,3066,6904,6334,4287,3200,8022
8600000US06111,30255,8831,18007,16864,12117,3901,16919
8600000US06112,21268,1294,10732,8086,5076,11592,18953
8600000US06114,27648,2023,13732,11368,7216,17017,25892
8600000US06117,14437,7308,7310,7011,4872,1760,5288
8600000US06118,26219,4312,14650,13156,8973,7867,19524
8600000US06119,15316,6773,9548,8883,6279,3647,9098
8600000US06120,12250,405,5378,3759,2387,9128,11704
8600000US06160,0,0,0,0,0,0,0
8600000US06226,16661,1648,8845,7635,4132,9491,14880
8600000US06231,3647,1313,2110,2011,1516,248,1837
8600000US06232,3217,892,1830,1699,1141,279,1590
8600000US06234,7678,1488,3932,3596,2268,2101,5349
8600000US06235,2151,397,1329,1208,845,254,1398
8600000US06237,5453,1378,3215,3030,2093,988,3068
8600000US06238,12438,3154,7469,7116,4849,1532,6905
8600000US06239,10469,1204,5716,5283,3145,3421,8692
8600000US06241,7203,1302,4382,4022,2718,1467,4949
8600000US06242,1486,321,919,826,490,198,920
8600000US06243,0,0,0,0,0,0,0
8600000US06247,2802,588,1569,1474,979,489,1930
8600000US06248,5949,1899,3382,3261,2346,504,2592
8600000US06249,7278,2182,4218,3819,2266,856,4017
8600000US06250,4862,1677,2607,2443,1552,684,2767
8600000US06254,1915,411,1098,1023,799,298,1036
8600000US06255,4743,806,2836,2596,1619,770,3608
8600000US06256,2348,375,1329,1142,698,535,1870
8600000US06259,4225,1095,2506,2370,1734,544,2110
8600000US06260,9174,1234,5440,4866,3145,3156,7375
8600000US06262,512,29,226,210,178,196,377
8600000US06263,107,0,77,53,53,24,107
8600000US06264,79,21,41,41,30,0,63
8600000US06266,273,22,182,168,146,64,256
8600000US06268,8030,2481,4500,4179,2057,2945,5519
8600000US06269,0,0,0,0,0,0,0
8600000US06277,4000,872,2322,2219,1496,744,2363
8600000US06278,4337,1289,2585,2406,1547,853,2420
8600000US06279,5961,1274,3722,3404,2418,1601,3870
8600000US06280,3051,553,1739,1604,1027,645,1989
8600000US06281,6667,2136,3718,3385,2126,640,3879
8600000US06282,1251,280,453,441,321,235,810
8600000US06320,23587,3542,13128,11297,7535,11605,19727
8600000US06330,3292,524,1841,1687,1162,696,2239
8600000US06331,5088,845,3031,2778,1872,622,2999
8600000US06332,512,21,324,250,198,7,429
8600000US06333,6634,2358,3631,3313,2122,634,2747
8600000US06334,2589,522,1555,1437,940,453,1600
8600000US06335,6748,2231,3603,3346,2501,1006,3481
8600000US06336,26,10,19,19,15,0,16
8600000US06339,8190,1752,4747,4410,2889,1211,5142
8600000US06340,28264,6052,14428,13402,10341,7668,19999
8600000US06350,60,18,49,35,28,14,14
8600000US06351,16119,2039,8934,8194,5485,4160,11090
8600000US06353,35,0,16,16,16,0,0
8600000US06354,5996,671,3289,2979,1952,1747,4602
8600000US06355,12165,5356,6959,6730,4633,1595,5759
8600000US06357,10442,3921,5727,5436,3566,1297,5544
8600000US06359,5335,1275,2846,2617,1668,1555,3227
8600000US06360,36946,4529,20394,18382,12235,12660,29097
8600000US06365,4729,789,2656,2452,1776,1163,2919
8600000US06370,7628,1373,4477,4224,2798,871,4601
8600000US06371,9737,4081,4934,4658,3048,1191,4550
8600000US06373,469,25,242,130,74,350,396
8600000US06374,7713,956,4438,4047,2585,1661,5626
8600000US06375,3962,818,2048,1917,1314,564,2624
8600000US06376,281,46,150,137,94,0,190
8600000US06377,2651,216,1468,1389,986,299,1960
8600000US06378,5237,2259,2969,2782,1842,556,2205
8600000US06379,9285,2375,5035,4689,2980,1939,6141
8600000US06380,2876,156,1777,1533,865,1575,2522
8600000US06382,10096,1606,5676,4970,3484,2040,7284
8600000US06384,2887,395,1593,1434,882,603,2000
8600000US06385,15169,4091,8331,7656,5154,2603,8791
8600000US06387,252,0,105,86,46,148,252
8600000US06389,37,16,37,37,37,0,37
8600000US06390,339,139,214,193,106,21,127
8600000US06401,18895,2089,9744,8515,5670,7103,14918
8600000US06403,6008,1309,3667,3379,2416,410,3002
8600000US06405,27720,9003,16455,14853,10188,4720,14891
8600000US06409,576,106,337,337,205,120,334
8600000US06410,26769,10721,15084,14518,9996,1817,10562
8600000US06412,4153,1317,2286,2168,1510,699,2244
8600000US06413,13055,3400,7365,6857,4524,2878,7937
8600000US06414,57,0,57,57,52,0,17
8600000US06415,16580,4289,9734,9115,6699,1935,8686
8600000US06416,13804,4379,8230,7735,5463,1689,7157
8600000US06417,4548,1261,2647,2519,1619,890,2843
8600000US06418,12553,2407,7113,6356,4274,3495,9516
8600000US06419,6460,2059,3613,3470,2261,453,2602
8600000US06420,4242,1213,2243,2063,1449,422,1705
8600000US06422,7272,2632,4255,4079,3015,539,3143
8600000US06423,5178,1658,2932,2683,1867,666,3062
8600000US06424,12801,3712,7409,7024,4923,1601,6503
8600000US06426,3051,1604,1411,1350,903,415,1030
8600000US06437,22205,9459,12548,11801,7744,2492,9256
8600000US06438,2879,905,1802,1753,1134,169,1195
8600000US06441,5139,2011,2965,2799,2011,596,2266
8600000US06442,2900,1020,1683,1579,1078,336,1467
8600000US06443,17995,8096,8810,8433,5914,1719,6432
8600000US06444,204,0,91,69,44,82,184
8600000US06447,6285,2406,3585,3334,2482,508,2376
8600000US06450,35926,5521,20155,18100,13007,11023,25638
8600000US06451,23754,2968,12772,11284,8468,7347,17730
8600000US06455,3325,936,2090,1996,1428,312,1206
8600000US06456,259,108,241,191,150,93,93
8600000US06457,42804,11300,25293,23623,16585,10070,26721
8600000US06460,37915,11494,22140,20502,14247,6702,20689
8600000US06461,14886,4043,8182,7618,5473,2010,7515
8600000US06467,105,0,105,43,22,105,105
8600000US06468,19775,6673,10955,10390,6817,2659,7866
8600000US06469,3131,580,1737,1658,1256,565,1749
8600000US06470,16203,6114,8347,7815,5355,1509,6559
8600000US06471,7788,2274,4505,4258,2909,909,3743
8600000US06472,6690,1696,3834,3649,2676,674,3669
8600000US06473,24002,7037,13431,12432,8572,2789,13191
8600000US06475,10067,3449,5129,4806,3145,2191,5415
8600000US06477,13887,5815,7530,7004,5041,1444,5853
8600000US06478,12827,3451,7142,6421,4384,1510,6398
8600000US06479,9865,2787,5805,5468,4058,896,4698
8600000US06480,9379,2908,5550,5251,3628,1533,4415
8600000US06481,1102,331,513,490,363,162,598
8600000US06482,11227,4455,6160,5797,3859,1432,4356
8600000US06483,16339,3646,9639,8624,5966,2474,10120
8600000US06484,40294,11540,22792,20903,14556,5391,20000
8600000US06488,19553,6874,8908,8384,5620,3277,9389
8600000US06489,32915,8763,18228,17372,12122,3306,16337
8600000US06492,44136,11877,26454,24773,17774,5998,24083
8600000US06498,6888,1961,3964,3649,2436,1432,3679
8600000US06510,2368,1376,1435,1385,1010,954,1747
8600000US06511,46093,15299,24932,22259,14559,21984,36172
8600000US06512,28838,5226,15910,14736,10655,6662,19449
8600000US06513,40232,3937,21179,18052,11485,19009,34367
8600000US06514,26849,6412,15937,14592,10298,6201,17923
8600000US06515,16613,5068,9181,8288,5495,5180,11782
8600000US06516,52069,8191,29485,25937,17888,17070,39286
8600000US06517,14515,5943,7936,7464,4953,2962,7866
8600000US06518,14908,5997,8890,8419,6101,2783,7650
8600000US06519,16443,1185,7464,6062,3427,12035,15385
8600000US06524,5533,1996,2945,2705,1984,523,2563
8600000US06525,8853,4259,4643,4446,3256,954,3131
8600000US06604,27540,3429,14766,12402,7687,15008,23847
8600000US06605,23109,3408,12723,10620,6929,11790,19195
8600000US06606,49016,6128,28983,24961,15855,17761,38638
8600000US06607,7800,462,4263,3204,1939,4871,7178
8600000US06608,13659,388,6723,5340,2977,8989,12798
8600000US06610,21504,1934,11604,9900,6283,9835,18631
8600000US06611,36090,12622,18617,17314,11948,3265,15216
8600000US06612,7600,3040,3771,3525,2545,494,2419
8600000US06614,33978,8424,18976,17664,12091,6004,19827
8600000US06615,17899,3620,10015,8940,6122,5939,13182
8600000US06702,2713,142,818,745,410,2129,2650
8600000US06704,25885,1565,12154,10113,6244,14408,23056
8600000US06705,26755,2324,13968,12457,8365,10668,22446
8600000US06706,14937,1384,7157,6033,3638,6947,12648
8600000US06708,27621,4194,14692,12813,8701,9727,21576
8600000US06710,9889,991,3831,3297,2091,5670,9000
8600000US06712,9558,2580,5513,5008,3576,948,4381
8600000US06716,16564,3350,9690,9050,6153,2318,9788
8600000US06750,1485,256,843,793,513,206,780
8600000US06751,3475,952,1935,1795,1119,597,1889
8600000US06752,1679,729,911,863,594,191,711
8600000US06754,1692,589,892,828,539,370,865
8600000US06755,910,220,489,462,335,69,595
8600000US06756,2789,984,1441,1372,888,569,1524
8600000US06757,2060,718,1074,992,665,606,1557
8600000US06758,295,96,198,188,135,65,157
8600000US06759,5561,1962,2973,2829,1808,1128,3001
8600000US06762,7547,2854,4101,3569,2432,951,3519
8600000US06763,2006,637,1116,1040,679,256,1130
8600000US06770,31443,5760,17474,15659,10719,7799,21090
8600000US06776,26481,7215,16393,15045,10008,4765,15458
8600000US06777,1397,538,731,716,417,230,858
8600000US06778,1405,277,861,794,599,92,788
8600000US06779,8288,1264,4619,4139,2872,1331,6261
8600000US06782,2175,301,1217,1131,741,412,1497
8600000US06783,2271,986,1235,1186,754,209,964
8600000US06784,3649,1358,2067,1853,1174,287,1551
8600000US06785,614,284,357,321,198,105,316
8600000US06786,9769,1452,5717,5318,3852,1799,6563
8600000US06787,7676,1276,4621,4318,2937,1289,5032
8600000US06790,34832,5525,19911,18089,12190,9251,25095
8600000US06791,5551,1371,3096,2942,2071,768,2772
8600000US06793,1091,529,572,540,317,192,528
8600000US06794,1295,581,790,726,519,118,708
8600000US06795,13680,3660,8073,7700,5370,1388,6047
8600000US06796,895,478,456,435,244,156,481
8600000US06798,9791,3555,5499,5169,3323,1427,4985
8600000US06801,18980,5673,11529,10600,7341,3047,8983
8600000US06804,17032,5535,9485,8974,5939,1549,7851
8600000US06807,6990,3130,3772,3439,2562,601,2101
8600000US06810,50589,8259,30912,27760,17556,18107,39115
8600000US06811,29424,8922,17623,16571,11126,4485,16261
8600000US06812,14009,4383,7851,7122,4722,1600,6666
8600000US06820,21381,10203,9312,8680,6024,1686,4563
8600000US06824,32129,13867,16085,15058,10401,3285,9719
8600000US06825,20106,7707,11103,10295,6853,2650,7851
8600000US06830,24822,10338,12353,11500,8020,4525,11258
8600000US06831,14611,6869,7122,6660,4828,1733,4617
8600000US06840,20133,9633,8076,7594,5474,1591,4615
8600000US06850,18664,6266,11710,10728,7539,2880,10266
8600000US06851,27672,8883,16856,15780,11081,4397,14177
8600000US06853,3642,1818,1751,1683,1011,366,1399
8600000US06854,29197,5973,18276,16186,11143,9384,20913
8600000US06855,7676,2806,4697,4296,3084,1855,4137
8600000US06856,0,0,0,0,0,0,0
8600000US06870,7375,3617,3274,3092,2211,699,1557
8600000US06877,25030,12293,12226,11577,8160,1999,6679
8600000US06878,8317,3560,3740,3466,2344,752,2315
8600000US06880,27390,13962,13099,12177,8460,2490,6864
8600000US06883,10355,5369,5017,4786,3170,585,2152
8600000US06890,4080,2186,2050,1896,1336,352,1139
8600000US06896,9220,4602,4531,4270,3006,727,2989
8600000US06897,18448,9129,8901,8520,5750,1358,4719
8600000US06901,7277,2961,4658,4197,3119,2191,4719
8600000US06902,66296,17581,39642,36038,23990,22210,45551
8600000US06903,14830,7344,8032,7208,4907,760,4111
8600000US06905,19074,7526,11372,10475,7333,2177,7906
8600000US06906,8839,2868,5438,4997,3700,2357,5492
8600000US06907,9093,2936,5435,4992,3567,1518,4306
8600000US07001,13911,3332,7171,6731,5355,3183,9818
8600000US07002,65312,13935,33040,30689,23607,21802,48322
8600000US07003,47250,13146,27337,25442,19275,8806,29172
8600000US07004,7556,1981,3711,3489,2657,423,3276
8600000US07005,15121,5509,8741,8248,5799,1812,7076
8600000US07006,24600,9577,13329,12445,8719,2736,10143
8600000US07008,23955,3661,13211,11531,7305,7755,18036
8600000US07009,11748,4312,6408,6084,4648,1519,4677
8600000US07010,24493,7668,13677,12732,9578,7262,16026
8600000US07011,41333,5309,21433,19919,15285,14940,32861
8600000US07012,11459,3558,6471,6031,4723,1513,6054
8600000US07013,26229,6859,14653,13719,10575,4756,14055
8600000US07014,5115,1593,2799,2753,2193,633,2736
8600000US07016,23089,8508,13198,12396,8639,1813,8172
8600000US07017,35079,4076,19367,16008,11397,15820,29483
8600000US07018,28460,3266,15190,12392,8786,12619,24040
8600000US07020,11866,6417,6653,6267,5057,2274,4982
8600000US07021,2135,1097,1070,1005,766,112,487
8600000US07022,14233,2406,8141,7273,5642,4692,10924
8600000US07023,7393,2964,3810,3411,2492,459,2782
8600000US07024,36347,16073,18826,17563,13089,8534,20811
8600000US07026,31274,3998,15377,13989,10581,13225,25598
8600000US07027,4306,1206,2458,2252,1620,656,2604
8600000US07028,7659,3417,3870,3626,2802,214,1821
8600000US07029,17127,3513,9612,8564,6730,7239,13787
8600000US07030,51056,31175,36289,34816,29266,8728,20387
8600000US07031,15734,3604,7896,7325,5411,3219,9716
8600000US07032,40923,6381,22823,20380,15563,12086,30798
8600000US07033,8104,1445,4434,4174,3079,913,4923
8600000US07034,9745,2942,5695,5072,3763,1446,6005
8600000US07035,10201,2729,5881,5597,3897,1034,5046
8600000US07036,42554,5539,23836,21223,15578,11212,31899
8600000US07039,29358,13771,15096,14198,10342,2419,9251
8600000US07040,24279,9574,12956,11955,8821,3169,9423
8600000US07041,7325,3369,3741,3482,2398,974,3188
8600000US07042,25397,10706,13905,12937,9459,4727,12331
8600000US07043,12253,6671,6404,6146,4380,1106,2736
8600000US07044,13831,5874,7528,6925,4948,1409,5839
8600000US07045,10020,4282,5377,5152,3694,1020,2910
8600000US07046,4292,2303,2075,1878,1247,243,840
8600000US07047,61973,11187,35154,30934,21814,24710,49542
8600000US07050,29635,4009,15478,12832,9010,15493,26182
8600000US07052,46108,15724,25664,23703,17253,8404,24257
8600000US07054,29419,11505,16925,15881,12170,4640,15086
8600000US07055,70007,5692,28817,26101,19264,42496,63338
8600000US07057,11584,2307,6362,6025,4436,3061,8222
8600000US07058,5857,2296,3146,2843,1976,534,2771
8600000US07059,15809,6560,7830,7439,5328,1149,5125
8600000US07060,45288,5957,27116,24731,16865,19024,36664
8600000US07062,12752,2145,7077,6032,3982,4213,9380
8600000US07063,13874,1539,8363,7456,4624,6176,11217
8600000US07064,3624,728,1745,1636,1226,483,2412
8600000US07065,28487,5754,16197,14463,10040,7556,20642
8600000US07066,14974,4345,8542,7889,5743,1717,7203
8600000US07067,18148,4374,10479,9672,6794,1734,9999
8600000US07068,5853,2523,3011,2848,2016,533,2247
8600000US07069,6017,2416,2893,2803,1732,707,2432
8600000US07070,18218,6766,10502,9819,7381,2543,9317
8600000US07071,21318,4849,11102,10273,8038,4446,13115
8600000US07072,6225,1440,3633,3356,2441,1161,3625
8600000US07073,9076,3178,5200,4926,3741,1900,4881
8600000US07074,2739,417,1509,1377,998,598,1893
8600000US07075,7938,2179,4629,4316,3155,993,3709
8600000US07076,23751,9113,12972,12226,8724,2084,8474
8600000US07077,2530,626,1608,1464,1065,320,1381
8600000US07078,12855,7166,5682,5470,4117,764,2028
8600000US07079,14722,6559,8059,7469,4982,2541,5860
8600000US07080,23630,6268,13290,12250,8839,3963,13146
8600000US07081,17090,6953,9730,9176,6484,2172,7215
8600000US07082,5042,2284,2992,2708,2102,336,1676
8600000US07083,53058,12561,29609,26793,18561,9805,30981
8600000US07086,13200,5508,8202,7555,5719,3075,7390
8600000US07087,68404,7920,38158,33984,23527,35926,60367
8600000US07088,3025,459,1733,1472,959,1057,2407
8600000US07090,30382,13663,15602,14604,10580,1934,8637
8600000US07092,6617,2499,3232,2985,1977,777,2237
8600000US07093,63205,11386,36715,32657,22802,28829,51948
8600000US07094,17738,5656,9897,9209,7044,3368,9342
8600000US07095,20086,5504,11176,10305,7758,3746,12164
8600000US07102,11135,1618,5443,4479,2834,7352,10275
8600000US07103,29511,2340,13243,10125,6803,18178,27229
8600000US07104,50484,4957,25099,20922,13908,28708,45887
8600000US07105,50475,4777,29997,26845,16995,24751,44636
8600000US07106,30722,2682,15568,12356,8463,16506,27646
8600000US07107,38573,2569,18834,14996,9433,22339,35503
8600000US07108,21260,1266,9530,6918,4697,13293,19073
8600000US07109,36028,6725,21128,19165,14143,9385,25786
8600000US07110,28522,9387,15754,14476,11034,4386,14340
8600000US07111,54025,4681,30105,24523,17124,25388,47353
8600000US07112,25978,2467,13826,10671,7440,12009,22640
8600000US07114,10263,511,5081,4094,2745,6827,9353
8600000US07201,25916,1267,13881,12222,8769,13828,23088
8600000US07202,39589,3170,21797,19465,13896,17866,35006
8600000US07203,21350,2519,11082,9531,6300,7329,16765
8600000US07204,13504,2835,7563,6640,4727,3286,8913
8600000US07205,21611,3027,11817,9867,7182,6803,16376
8600000US07206,27825,868,13034,11526,9290,14970,25834
8600000US07208,32240,3939,18496,16382,11143,13829,26751
8600000US07302,39635,22827,27118,25880,21936,7781,17421
8600000US07304,42847,8370,22978,20126,15240,17712,34848
8600000US07305,62911,11397,31896,27085,18787,26366,48457
8600000US07306,54108,16779,29167,26847,19455,22820,42670
8600000US07307,44133,9815,23806,21943,16433,16340,34281
8600000US07310,13156,8563,8982,8481,7194,2548,4721
8600000US07311,326,274,261,261,261,31,67
8600000US07401,6606,2864,3227,2914,2120,468,2090
8600000US07403,7803,1754,4629,4113,2980,1443,4802
8600000US07405,17720,6322,10563,9779,6772,2042,7338
8600000US07407,19903,3910,11003,10424,7521,4254,13429
8600000US07410,32996,12171,18366,17170,12409,4122,16025
8600000US07416,5692,882,3140,2873,1983,1315,4123
8600000US07417,10770,5013,5382,5093,3558,582,2990
8600000US07418,1885,317,1147,1080,773,252,910
8600000US07419,8562,2223,4956,4625,3207,1203,4632
8600000US07420,4656,794,2781,2476,1770,840,2811
8600000US07421,7317,1379,4813,4234,2744,1029,4160
8600000US07422,6210,1128,4030,3653,2488,908,3644
8600000US07423,4132,2109,2047,1977,1491,73,965
8600000US07424,25690,6475,13792,12690,9326,5003,15275
8600000US07430,23184,9562,13414,12419,8838,2623,8567
8600000US07432,7269,2653,3925,3824,2749,825,3892
8600000US07435,2599,869,1519,1432,959,192,873
8600000US07436,12807,4352,7091,6705,4663,1153,5120
8600000US07438,11171,2993,6318,5917,4281,1052,5148
8600000US07439,2490,368,1445,1344,893,356,1465
8600000US07440,4731,1429,2556,2300,1464,378,2357
8600000US07442,11113,2642,6715,6247,4106,1876,6838
8600000US07444,10811,3456,5732,5371,3464,1075,4305
8600000US07446,14889,6521,8187,7708,5722,965,3830
8600000US07450,25174,12291,12277,11551,8481,1827,7354
8600000US07452,11854,5180,6237,5871,4161,748,3387
8600000US07456,12279,3426,6928,6565,4748,1618,6031
8600000US07457,4121,1617,2849,2610,1930,386,1715
8600000US07458,11564,5110,5496,5145,3722,844,2964
8600000US07460,3575,843,2332,2108,1488,428,1898
8600000US07461,19288,3703,11044,10097,6377,2674,11591
8600000US07462,7121,1410,4332,3910,2639,1524,4536
8600000US07463,9902,3401,5509,5180,3467,1246,4123
8600000US07465,6615,1907,3858,3530,2451,469,3232
8600000US07470,52541,18809,29391,27263,19253,5822,21819
8600000US07480,16677,4358,9171,8578,5909,1813,8239
8600000US07481,16768,7220,8228,7741,5154,1460,5290
8600000US07495,0,0,0,0,0,0,0
8600000US07501,31922,1435,11464,10344,8472,22077,30685
8600000US07502,16125,1308,8108,7160,5478,5958,13108
8600000US07503,19573,1436,8683,7743,5859,11316,17938
8600000US07504,11386,1077,5802,5321,4140,4198,8707
8600000US07505,2544,195,1167,1075,926,1759,2309
8600000US07506,18989,4154,11155,10317,7129,3203,10483
8600000US07508,22674,4668,12214,10743,7732,5683,14887
8600000US07512,10716,2704,5580,5016,3525,2048,6537
8600000US07513,11915,630,6286,5763,4398,5803,10910
8600000US07514,19281,1367,8087,7167,5696,9957,17156
8600000US07522,19647,1094,7842,6944,5086,12907,18418
8600000US07524,13001,611,5563,5122,3966,7405,12144
8600000US07601,42722,10918,24631,23166,18534,13693,30386
8600000US07603,8311,1812,4521,4144,2893,1834,5484
8600000US07604,12035,3465,6522,6029,4430,2224,6534
8600000US07605,9122,3741,4739,4436,2906,2027,4981
8600000US07606,2635,286,1475,1379,1058,772,1889
8600000US07607,9676,2547,5484,5130,3737,1660,5259
8600000US07608,85,7,35,33,19,36,76
8600000US07620,1559,838,691,641,478,245,648
8600000US07621,27334,6947,15015,14057,10233,4908,17010
8600000US07624,8527,3442,4227,3848,2776,1194,3675
8600000US07626,8690,3549,3924,3729,2722,953,3705
8600000US07627,5004,2249,2415,2328,1642,156,1295
8600000US07628,17820,5321,9929,9385,7021,2013,8664
8600000US07630,7362,2283,4021,3622,2414,873,3465
8600000US07631,27734,9590,15373,14311,11348,6155,16759
8600000US07632,5442,2526,2184,2093,1667,465,1456
8600000US07640,4764,1946,2264,2160,1419,576,1532
8600000US07641,3446,1572,1934,1831,1331,145,742
8600000US07642,10386,3728,5248,4978,3308,1387,3891
8600000US07643,10836,2482,6451,5917,4338,2292,6887
8600000US07644,24245,4032,13239,12029,8870,8759,18153
8600000US07645,8199,3064,3891,3715,2584,1378,3530
8600000US07646,16405,4431,9151,8582,6398,2736,8597
8600000US07647,5000,1661,2763,2594,1971,977,2572
8600000US07648,5613,2122,3076,2849,1902,553,2523
8600000US07649,7976,3508,4029,3777,2607,396,2451
8600000US07650,20268,6480,11685,11022,8817,5485,13919
8600000US07652,25431,9127,13145,12336,8713,3238,11404
8600000US07656,8648,3319,4495,4145,2947,1183,3582
8600000US07657,11256,2959,6135,5697,4487,2483,7162
8600000US07660,12969,3316,7045,6638,4975,3802,7976
8600000US07661,11566,4334,6357,6075,4452,1352,5168
8600000US07662,5385,1420,3141,2921,2085,684,3564
8600000US07663,13940,3254,7343,6927,4941,2486,8498
8600000US07666,39719,15046,20723,19591,14435,6957,20075
8600000US07670,14724,7089,6583,6162,4523,1461,3881
8600000US07675,26924,10060,13790,13024,9202,3577,10922
8600000US07676,9243,3292,4881,4681,3134,668,3489
8600000US07677,5732,2916,2799,2716,1932,342,1469
8600000US07701,23680,7321,13364,12152,8454,5729,13540
8600000US07702,3841,1602,1934,1849,1111,175,1296
8600000US07703,41,0,17,17,5,25,41
8600000US07704,6046,2864,3054,2887,2033,322,1393
8600000US07711,1449,680,811,746,478,100,391
8600000US07712,38896,9742,21557,19415,13296,13595,26492
8600000US07716,8592,3035,4951,4554,3056,1168,4069
8600000US07717,1809,880,969,874,572,220,898
8600000US07718,7027,1557,3886,3492,2396,933,3558
8600000US07719,21011,7183,11948,11024,7923,3956,10915
8600000US07720,4297,1264,2456,2191,1519,1243,2874
8600000US07721,3026,739,1646,1440,997,669,1871
8600000US07722,10060,3667,4763,4600,3251,1094,2881
8600000US07723,888,208,415,386,254,174,479
8600000US07724,21580,6287,12717,11538,8017,4335,12212
8600000US07726,43597,13728,22175,20615,14426,4342,18468
8600000US07727,7503,2034,3489,3180,2342,1723,4781
8600000US07728,54639,14579,28739,27136,19301,10853,28458
8600000US07730,16880,3847,9427,8429,5959,2428,8748
8600000US07731,38610,8869,22236,20704,14036,5423,19738
8600000US07732,4926,1449,3224,2831,2101,965,3316
8600000US07733,16377,7148,7747,7403,5423,1678,5216
8600000US07734,12965,1631,7413,6420,4687,3847,9227
8600000US07735,19408,3169,10923,9910,7079,4545,13695
8600000US07737,4032,929,2046,1894,1194,755,2267
8600000US07738,6279,2371,3314,3143,2220,415,1888
8600000US07739,5937,2538,2726,2642,1747,455,1827
8600000US07740,30889,5980,16145,14475,9497,12811,24173
8600000US07746,19453,7915,10077,9268,6574,1453,6112
8600000US07747,30987,9416,17620,16364,11873,4038,15090
8600000US07748,27422,8900,14647,13598,9431,3038,10828
8600000US07750,3258,1440,1652,1589,1155,332,1036
8600000US07751,19247,7236,9762,9239,6773,1121,6149
8600000US07753,36743,7525,19127,17162,11417,9699,26165
8600000US07755,6151,1706,3039,2829,1852,1040,3066
8600000US07756,2913,1256,1788,1631,1150,736,1952
8600000US07757,5679,1884,3014,2637,1901,1013,2883
8600000US07758,4512,649,2488,2255,1499,593,2536
8600000US07760,9146,3847,4240,3918,2771,910,3301
8600000US07762,8137,3724,3977,3814,2645,815,3795
8600000US07764,6702,1833,3676,3478,2211,1155,3468
8600000US07801,25935,3323,16037,14786,10223,8279,19680
8600000US07803,3544,625,1799,1713,1335,445,2294
8600000US07820,41,33,8,8,0,41,41
8600000US07821,9349,2475,5350,4978,3469,768,4243
8600000US07822,648,211,337,306,201,137,373
8600000US07823,7323,1155,3984,3621,2125,1624,5093
8600000US07825,9098,2349,4987,4586,3209,999,5363
8600000US07826,6211,1292,3228,3014,2162,701,3330
8600000US07827,4221,546,2382,2089,1384,1334,2741
8600000US07828,14433,3998,8726,8009,6096,2822,7858
8600000US07830,7040,2804,3599,3484,2414,333,2698
8600000US07832,3963,683,2016,1883,1307,539,2176
8600000US07833,95,8,49,49,35,9,73
8600000US07834,17771,6479,10287,9755,7005,1713,6652
8600000US07836,12951,4324,7046,6650,4779,1048,6152
8600000US07838,3886,939,2176,1963,1492,504,2290
8600000US07840,28479,7632,16268,14886,10421,5202,15907
8600000US07842,33,27,33,33,33,0,9
8600000US07843,11960,2590,7211,6472,4371,2160,7594
8600000US07846,95,22,59,56,39,26,43
8600000US07847,1315,336,857,852,572,207,588
8600000US07848,4325,1026,2413,2274,1570,831,2407
8600000US07849,8912,2232,5048,4678,3351,1127,4590
8600000US07850,6560,1394,3902,3441,2343,773,3343
8600000US07851,101,15,42,41,37,54,86
8600000US07852,4069,1055,2106,2028,1428,379,1878
8600000US07853,13026,5099,6826,6476,4657,943,4080
8600000US07856,4082,1327,2303,2103,1421,659,1829
8600000US07857,3346,451,1992,1840,1219,926,2444
8600000US07860,25149,5857,14091,12866,8585,5057,14582
8600000US07863,4067,772,2167,1947,1327,628,2477
8600000US07865,2126,663,1332,1256,846,189,1149
8600000US07866,21827,6780,12314,11619,8424,1786,10939
8600000US07869,25737,11134,14080,13706,9906,2414,9132
8600000US07870,8,8,0,0,0,8,8
8600000US07871,20715,7697,11108,10420,7011,1679,7197
8600000US07874,8534,1939,4849,4433,3256,1095,4311
8600000US07876,10202,3243,5762,5466,3817,840,3831
8600000US07878,892,347,501,455,353,61,279
8600000US07880,87,0,87,87,87,0,0
8600000US07881,4,0,0,0,0,3,4
