GEO.id,Total_Households,Total_Families,Families_w_Children
8600000US58771,266,202,97
8600000US58772,64,29,13
8600000US58773,357,257,112
8600000US58775,140,69,30
8600000US58776,70,38,23
8600000US58778,88,69,7
8600000US58779,264,208,89
8600000US58781,250,184,76
8600000US58782,160,96,28
8600000US58783,173,116,46
8600000US58784,1093,699,319
8600000US58785,451,339,115
8600000US58787,92,41,7
8600000US58788,593,336,104
8600000US58789,141,106,36
8600000US58790,684,367,198
8600000US58792,145,121,36
8600000US58793,270,158,59
8600000US58794,61,36,23
8600000US58795,80,51,11
8600000US58801,10461,6587,3250
8600000US58830,115,68,26
8600000US58831,215,132,48
8600000US58833,40,22,0
8600000US58835,120,78,29
8600000US58838,74,45,12
8600000US58843,184,122,60
8600000US58844,88,60,22
8600000US58845,146,86,50
8600000US58847,133,110,42
8600000US58849,362,259,103
8600000US58852,714,447,193
8600000US58853,113,85,58
8600000US58854,1892,1253,570
8600000US58856,74,48,20
8600000US59001,671,487,136
8600000US59002,90,57,36
8600000US59003,399,224,95
8600000US59006,336,190,64
8600000US59007,68,45,25
8600000US59008,166,109,43
8600000US59010,53,44,16
8600000US59011,1199,821,344
8600000US59012,78,58,15
8600000US59013,79,27,0
8600000US59014,663,470,157
8600000US59015,167,122,49
8600000US59016,243,203,82
8600000US59018,236,139,56
8600000US59019,1632,1165,447
8600000US59020,26,10,0
8600000US59022,440,410,152
8600000US59024,220,143,82
8600000US59025,10,9,4
8600000US59026,85,52,22
8600000US59027,334,174,67
8600000US59028,216,147,45
8600000US59029,296,186,64
8600000US59030,618,360,211
8600000US59031,63,44,10
8600000US59032,132,76,30
8600000US59033,113,94,49
8600000US59034,1714,1290,536
8600000US59035,59,30,14
8600000US59036,578,334,91
8600000US59037,719,563,190
8600000US59038,295,206,51
8600000US59039,13,4,0
8600000US59041,812,529,192
8600000US59043,787,612,261
8600000US59044,4281,3022,1222
8600000US59046,173,119,45
8600000US59047,5120,2917,988
8600000US59050,411,356,118
8600000US59052,82,52,11
8600000US59053,146,120,69
8600000US59054,144,78,8
8600000US59055,23,19,5
8600000US59057,272,212,35
8600000US59058,26,15,9
8600000US59059,76,43,4
8600000US59061,95,73,14
8600000US59062,24,24,5
8600000US59063,743,547,205
8600000US59064,59,47,33
8600000US59065,49,18,3
8600000US59066,174,147,57
8600000US59067,110,85,48
8600000US59068,1667,897,260
8600000US59069,236,134,38
8600000US59070,426,288,122
8600000US59071,65,42,6
8600000US59072,1753,1172,432
8600000US59074,156,105,20
8600000US59075,64,35,24
8600000US59076,44,32,20
8600000US59077,29,17,2
8600000US59078,56,34,9
8600000US59079,1306,959,293
8600000US59081,5,5,0
8600000US59082,12,10,7
8600000US59085,82,34,23
8600000US59086,353,257,89
8600000US59087,159,99,27
8600000US59088,512,287,132
8600000US59089,107,89,27
8600000US59101,16095,9139,4368
8600000US59102,20807,11862,4944
8600000US59105,11575,8145,4052
8600000US59106,5314,4068,1770
8600000US59201,1450,942,421
8600000US59211,69,45,41
8600000US59212,165,120,58
8600000US59213,177,113,43
8600000US59214,34,27,3
8600000US59215,474,310,83
8600000US59217,81,62,41
8600000US59218,340,216,101
8600000US59219,83,56,13
8600000US59221,660,419,168
8600000US59222,66,35,11
8600000US59223,155,126,18
8600000US59225,152,106,53
8600000US59226,175,106,27
8600000US59230,2004,1262,525
8600000US59231,271,190,88
8600000US59240,11,11,6
8600000US59241,199,141,39
8600000US59242,34,25,3
8600000US59243,99,80,42
8600000US59244,13,10,0
8600000US59247,171,95,34
8600000US59248,295,200,43
8600000US59250,83,49,17
8600000US59252,56,36,20
8600000US59253,45,41,10
8600000US59254,987,645,213
8600000US59255,992,582,221
8600000US59256,40,15,0
8600000US59257,21,17,0
8600000US59258,46,35,9
8600000US59259,158,105,39
8600000US59260,63,50,28
8600000US59261,227,164,44
8600000US59262,263,197,66
8600000US59263,739,401,141
8600000US59270,3437,2232,963
8600000US59274,117,87,27
8600000US59275,147,95,29
8600000US59276,9,9,0
8600000US59301,4723,3022,1295
8600000US59311,76,59,18
8600000US59312,7,7,2
8600000US59313,1016,696,318
8600000US59314,38,20,5
8600000US59315,54,43,4
8600000US59317,520,299,101
8600000US59318,46,38,19
8600000US59322,14,14,4
8600000US59323,834,623,267
8600000US59324,351,233,71
8600000US59326,106,75,21
8600000US59327,1225,773,292
8600000US59330,3672,2453,1017
8600000US59332,68,51,10
8600000US59333,8,6,0
8600000US59336,72,61,28
8600000US59337,310,209,54
8600000US59338,52,37,18
8600000US59339,64,40,10
8600000US59343,60,50,24
8600000US59344,167,113,30
8600000US59347,145,98,21
8600000US59349,457,292,115
8600000US59351,66,51,27
8600000US59353,448,288,85
8600000US59354,14,8,6
8600000US59401,6418,3275,1528
8600000US59404,10390,7574,3217
8600000US59405,13125,7726,3366
8600000US59410,297,193,43
8600000US59411,158,72,6
8600000US59412,655,434,183
8600000US59414,554,276,122
8600000US59416,233,139,42
8600000US59417,2362,1565,715
8600000US59418,60,55,18
8600000US59419,46,44,6
8600000US59420,97,75,31
8600000US59421,783,530,164
8600000US59422,1014,591,161
8600000US59424,32,30,2
8600000US59425,1398,865,330
8600000US59427,1475,991,393
8600000US59430,177,123,40
8600000US59432,51,31,0
8600000US59433,247,168,46
8600000US59434,227,111,35
8600000US59436,715,516,223
8600000US59440,76,28,2
8600000US59441,43,21,2
8600000US59442,754,438,129
8600000US59443,225,187,103
8600000US59444,103,78,32
8600000US59446,233,158,60
8600000US59447,110,71,20
8600000US59448,188,143,60
8600000US59450,213,152,73
8600000US59451,104,61,10
8600000US59452,238,149,63
8600000US59453,147,100,57
8600000US59454,108,66,39
8600000US59456,144,104,72
8600000US59457,3932,2596,1050
8600000US59460,86,43,10
8600000US59461,9,9,4
8600000US59462,63,49,3
8600000US59463,56,33,0
8600000US59464,161,119,27
8600000US59465,24,10,0
8600000US59466,35,24,8
8600000US59467,26,20,4
8600000US59468,235,179,53
8600000US59469,73,47,18
8600000US59471,147,76,26
8600000US59472,331,211,77
8600000US59474,1402,953,337
8600000US59477,166,140,60
8600000US59479,369,248,78
8600000US59480,170,118,36
8600000US59482,234,186,57
8600000US59483,163,103,31
8600000US59484,51,29,7
8600000US59485,208,180,55
8600000US59486,430,279,100
8600000US59487,557,413,158
8600000US59489,130,87,21
8600000US59501,4973,3196,1402
8600000US59520,491,340,137
8600000US59521,1023,897,478
8600000US59522,613,395,119
8600000US59523,951,556,191
8600000US59524,245,181,74
8600000US59525,90,59,26
8600000US59526,709,495,229
8600000US59527,317,250,110
8600000US59528,85,54,22
8600000US59529,61,52,17
8600000US59530,53,47,16
8600000US59531,160,93,43
8600000US59532,71,55,12
8600000US59535,29,16,4
8600000US59537,4,3,2
8600000US59538,1316,859,299
8600000US59540,139,83,19
8600000US59542,62,49,13
8600000US59544,88,66,40
8600000US59545,15,7,2
8600000US59546,39,24,0
8600000US59547,13,7,3
8600000US59601,13268,7108,2629
8600000US59602,9603,7043,3215
8600000US59631,105,61,22
8600000US59632,747,465,156
8600000US59633,103,81,12
8600000US59634,1796,1393,522
8600000US59635,2778,1816,852
8600000US59636,0,0,0
8600000US59638,245,195,114
8600000US59639,522,352,91
8600000US59640,57,30,0
8600000US59642,18,8,0
8600000US59643,252,226,90
8600000US59644,1810,1193,428
8600000US59645,641,417,143
8600000US59647,84,49,14
8600000US59648,231,165,43
8600000US59701,14640,8033,3472
8600000US59703,11,8,0
8600000US59710,131,72,16
8600000US59711,3925,2246,692
8600000US59713,95,69,19
8600000US59714,7322,5304,2890
8600000US59715,13319,6896,2784
8600000US59716,859,449,228
8600000US59718,12284,6930,3037
8600000US59720,137,69,3
8600000US59721,187,133,79
8600000US59722,1849,1052,393
8600000US59724,49,34,9
8600000US59725,3447,1930,607
8600000US59727,130,82,24
8600000US59728,181,129,53
8600000US59729,949,605,142
8600000US59730,856,546,177
8600000US59731,60,35,5
8600000US59732,51,36,16
8600000US59733,82,56,19
8600000US59735,128,89,23
8600000US59736,61,52,6
8600000US59739,148,94,29
8600000US59740,111,50,26
8600000US59741,1673,1249,490
8600000US59743,71,29,9
8600000US59745,56,47,9
8600000US59746,43,25,0
8600000US59747,98,60,13
8600000US59748,103,65,22
8600000US59749,673,430,98
8600000US59750,159,110,31
8600000US59751,97,24,12
8600000US59752,1403,1089,468
8600000US59754,386,243,96
8600000US59755,105,64,11
8600000US59756,0,0,0
8600000US59758,888,399,168
8600000US59759,1600,1049,223
8600000US59760,108,58,25
8600000US59761,142,82,15
8600000US59762,115,60,2
8600000US59801,13634,6197,2859
8600000US59802,8982,4152,1579
8600000US59803,6435,4576,1994
8600000US59804,3125,2183,726
8600000US59808,7819,4796,2471
8600000US59820,532,318,101
8600000US59821,890,621,260
8600000US59823,647,454,176
8600000US59824,608,358,147
8600000US59825,949,683,230
8600000US59826,281,169,51
8600000US59827,114,68,11
8600000US59828,2079,1292,553
8600000US59829,984,604,122
8600000US59830,11,11,11
8600000US59831,190,115,57
8600000US59832,394,306,93
8600000US59833,1963,1423,515
8600000US59834,684,540,231
8600000US59837,163,96,26
8600000US59840,6009,3530,1406
8600000US59841,183,159,115
8600000US59842,23,18,0
8600000US59843,88,68,26
8600000US59844,278,168,51
8600000US59845,572,290,104
8600000US59846,485,352,67
8600000US59847,2099,1610,717
8600000US59848,54,33,18
8600000US59851,71,21,0
8600000US59853,361,215,81
8600000US59854,112,82,8
8600000US59855,422,292,177
8600000US59856,134,91,20
8600000US59858,620,355,70
8600000US59859,1339,900,230
8600000US59860,4489,2821,1048
8600000US59863,52,7,0
8600000US59864,2490,1753,863
8600000US59865,1284,789,289
8600000US59866,342,186,15
8600000US59867,12,0,0
8600000US59868,742,473,122
8600000US59870,4125,2711,857
8600000US59871,92,50,4
8600000US59872,876,497,110
8600000US59873,1586,1039,327
8600000US59874,541,424,62
8600000US59875,1486,977,310
8600000US59901,19690,12869,5272
8600000US59910,209,195,65
8600000US59911,3371,2273,585
8600000US59912,5473,3689,1457
8600000US59913,269,147,27
8600000US59914,101,61,4
8600000US59915,198,170,80
8600000US59916,50,24,3
8600000US59917,1744,1077,432
8600000US59918,320,251,71
8600000US59919,336,183,113
8600000US59920,709,509,195
8600000US59922,1204,650,243
8600000US59923,4293,2431,849
8600000US59925,519,397,92
8600000US59926,136,61,0
8600000US59927,129,108,34
8600000US59928,93,25,0
8600000US59929,97,68,29
8600000US59930,353,254,45
8600000US59931,157,86,20
8600000US59932,554,399,122
8600000US59933,27,24,7
8600000US59934,231,114,44
8600000US59935,1677,968,248
8600000US59936,188,105,21
8600000US59937,5572,3700,1271
8600000US60002,9161,6572,3076
8600000US60004,19494,13636,5801
8600000US60005,12535,7430,3176
8600000US60007,13553,8840,3771
8600000US60008,8444,5424,2518
8600000US60010,16035,12857,5033
8600000US60012,3881,3198,1358
8600000US60013,9081,7310,3191
8600000US60014,17140,12636,6301
8600000US60015,9485,7358,3655
8600000US60016,23394,15099,6567
8600000US60018,9947,6938,2981
8600000US60020,4210,2421,991
8600000US60021,1924,1427,653
8600000US60022,2878,2391,1157
8600000US60025,14551,10441,4628
8600000US60026,5322,3878,1693
8600000US60029,137,120,57
8600000US60030,13949,9904,4744
8600000US60031,13787,9791,5318
8600000US60033,4297,3412,1643
8600000US60034,708,506,201
8600000US60035,11382,8501,3771
8600000US60040,1994,1261,675
8600000US60041,3704,2598,1050
8600000US60042,3238,2277,1104
8600000US60043,822,691,366
8600000US60044,3748,2584,1141
8600000US60045,7120,5638,2480
8600000US60046,12081,9295,4744
8600000US60047,13866,11783,5582
8600000US60048,10453,8087,3542
8600000US60050,12048,8400,3830
8600000US60051,8967,6726,3010
8600000US60053,8216,6187,2181
8600000US60056,20644,14681,6725
8600000US60060,12890,9893,4739
8600000US60061,9735,6943,3733
8600000US60062,15226,11368,4754
8600000US60064,4837,3285,1794
8600000US60067,15156,10093,4484
8600000US60068,14085,9988,4494
8600000US60069,3513,2297,876
8600000US60070,5983,4237,1823
8600000US60071,1583,881,331
8600000US60072,287,246,125
8600000US60073,18151,14549,8295
8600000US60074,14111,9509,4892
8600000US60076,10924,8413,3061
8600000US60077,10264,7141,2725
8600000US60081,3354,2688,1327
8600000US60083,3675,2807,1248
8600000US60084,5941,3899,1911
8600000US60085,22498,15561,9536
8600000US60087,9317,6567,3481
8600000US60088,1088,912,553
8600000US60089,16096,11755,5473
8600000US60090,14132,9183,4255
8600000US60091,9504,7464,3778
8600000US60093,6665,5289,2785
8600000US60096,2485,1914,715
8600000US60097,4014,2935,1356
8600000US60098,12067,8170,3852
8600000US60099,10541,7409,3792
8600000US60101,13061,9998,4672
8600000US60102,11317,9060,4260
8600000US60103,14041,11536,5434
8600000US60104,6063,4402,1798
8600000US60106,6870,4871,2216
8600000US60107,13343,10238,4482
8600000US60108,9214,5891,1963
8600000US60109,204,159,64
8600000US60110,11172,9122,5601
8600000US60111,130,113,31
8600000US60112,1438,1050,735
8600000US60113,145,77,30
8600000US60115,15861,8057,4147
8600000US60118,6161,4289,1632
8600000US60119,3482,2725,1217
8600000US60120,15114,10576,5865
8600000US60123,15917,11400,5815
8600000US60124,7003,5652,2620
8600000US60126,16505,12061,5789
8600000US60129,55,42,10
8600000US60130,7207,3281,1134
8600000US60131,6323,4386,1919
8600000US60133,11272,9446,5023
8600000US60134,10293,8189,4362
8600000US60135,2604,1740,783
8600000US60136,2213,1926,1304
8600000US60137,14147,10132,4566
8600000US60139,11513,8179,3807
8600000US60140,5088,4040,2137
8600000US60141,0,0,0
8600000US60142,11044,7641,3044
8600000US60143,3952,2859,1052
8600000US60144,32,16,10
8600000US60145,873,697,303
8600000US60146,923,648,278
8600000US60148,20613,13519,5237
8600000US60150,621,358,151
8600000US60151,1579,1167,414
8600000US60152,4577,3774,1413
8600000US60153,7410,5401,2162
8600000US60154,6635,4402,1525
8600000US60155,3188,2088,648
8600000US60156,9924,7775,4171
8600000US60157,744,557,225
8600000US60160,7738,5676,3279
8600000US60162,2957,1953,700
8600000US60163,1773,1280,568
8600000US60164,6422,4593,2333
8600000US60165,1305,1042,600
8600000US60169,11981,8781,4225
8600000US60171,4097,2524,1173
8600000US60172,8994,6494,3031
8600000US60173,5832,2748,1342
8600000US60174,12797,8361,3632
8600000US60175,8140,6935,3328
8600000US60176,4299,2993,1341
8600000US60177,7423,5762,3157
8600000US60178,8532,5621,2255
8600000US60180,571,439,114
8600000US60181,10359,7096,3276
8600000US60184,826,678,210
8600000US60185,10485,8472,4576
8600000US60187,9350,6751,3018
8600000US60188,15473,11035,4882
8600000US60189,12113,8507,3882
8600000US60190,4014,3044,1076
8600000US60191,5289,3651,1391
8600000US60192,5600,4948,2217
8600000US60193,15284,10713,4378
8600000US60194,7290,4824,2320
8600000US60195,2304,1039,539
8600000US60201,15722,7956,3781
8600000US60202,13541,7695,3896
8600000US60203,1594,1199,579
8600000US60301,1362,386,148
8600000US60302,13804,7819,4087
8600000US60304,6446,4525,2480
8600000US60305,3944,2860,1382
8600000US60401,3076,2109,827
8600000US60402,20988,14861,7303
8600000US60403,7056,4275,1974
8600000US60404,5880,4689,2159
8600000US60406,9131,5466,2716
8600000US60407,644,483,244
8600000US60408,2139,1466,658
8600000US60409,14053,8663,4204
8600000US60410,4055,3449,1732
8600000US60411,20142,13492,6058
8600000US60415,5288,3374,1788
8600000US60416,3308,2359,1261
8600000US60417,6108,4181,1294
8600000US60419,7751,5627,2121
8600000US60420,2110,1425,620
8600000US60421,1513,1107,434
8600000US60422,3456,2419,962
8600000US60423,10072,8073,3861
8600000US60424,915,668,246
8600000US60425,3248,2190,873
8600000US60426,10907,5956,2627
8600000US60428,4482,2734,1229
8600000US60429,5544,3625,1344
8600000US60430,7582,5172,2262
8600000US60431,7257,5609,2644
8600000US60432,6352,4573,2919
8600000US60433,5488,3691,1636
8600000US60435,18082,11348,5634
8600000US60436,5869,3825,2054
8600000US60437,69,41,12
8600000US60438,11123,7191,2994
8600000US60439,8000,5960,2558
8600000US60440,16285,12677,6464
8600000US60441,12001,9008,4258
8600000US60442,3402,2634,1346
8600000US60443,7517,5162,1746
8600000US60444,670,518,233
8600000US60445,10186,6193,2739
8600000US60446,11853,9323,5355
8600000US60447,4478,3709,2002
8600000US60448,8412,6938,2784
8600000US60449,3369,2642,1198
8600000US60450,8105,5589,2204
8600000US60451,11334,9341,4571
8600000US60452,10269,7350,3111
8600000US60453,21534,14095,5495
8600000US60455,5483,3744,1640
8600000US60456,1925,954,475
8600000US60457,4857,3649,1430
8600000US60458,4890,3556,1820
8600000US60459,8961,6735,2860
8600000US60460,579,390,143
8600000US60461,1952,1311,263
8600000US60462,15349,10674,3545
8600000US60463,5461,3866,1110
8600000US60464,3851,2549,824
8600000US60465,6896,4289,1589
8600000US60466,8400,5185,2489
8600000US60467,9531,7403,2937
8600000US60468,2047,1518,634
8600000US60469,1807,1345,783
8600000US60470,223,154,59
8600000US60471,5314,3542,1525
8600000US60472,1800,938,411
8600000US60473,7446,5496,2098
8600000US60474,354,250,115
8600000US60475,3929,2354,997
8600000US60476,1067,674,249
8600000US60477,15100,10041,4164
8600000US60478,5796,3913,1688
8600000US60479,241,215,83
8600000US60480,2125,1411,529
8600000US60481,4670,3009,1153
8600000US60482,4241,2647,1112
8600000US60484,2483,1653,983
8600000US60487,8562,7030,3222
8600000US60490,5545,5176,2828
8600000US60491,7883,6211,2375
8600000US60501,3495,2617,1449
8600000US60502,8111,6057,3557
8600000US60503,4968,4090,2645
8600000US60504,13108,9544,5577
8600000US60505,20551,15709,9183
8600000US60506,17390,12512,6440
8600000US60510,10569,7832,3576
8600000US60511,617,492,159
8600000US60512,789,393,129
8600000US60513,7001,4910,2291
8600000US60514,3829,2743,1635
8600000US60515,11507,7512,3202
8600000US60516,10867,7714,2956
8600000US60517,12597,8434,3443
8600000US60518,1498,1050,318
8600000US60519,6,6,6
8600000US60520,1022,729,277
8600000US60521,5757,4878,2608
8600000US60523,4402,2800,591
8600000US60525,11726,8039,3522
8600000US60526,5319,3462,1614
8600000US60527,11444,7741,2700
8600000US60530,198,135,64
8600000US60531,729,516,161
8600000US60532,11590,6489,2849
8600000US60534,3974,2319,1154
8600000US60536,43,29,6
8600000US60537,237,173,61
8600000US60538,9003,6861,3950
8600000US60539,0,0,0
8600000US60540,15563,11652,5518
8600000US60541,1203,881,378
8600000US60542,6072,4357,2159
8600000US60543,12331,10261,5260
8600000US60544,8853,6456,3111
8600000US60545,4478,3204,1569
8600000US60546,5915,4140,2197
8600000US60548,4378,2998,1324
8600000US60549,258,167,56
8600000US60550,591,377,161
8600000US60551,1485,1161,388
8600000US60552,1768,1303,534
8600000US60553,294,232,78
8600000US60554,4166,3216,1167
8600000US60555,5040,3416,1578
8600000US60556,586,454,235
8600000US60557,15,15,0
8600000US60558,4390,3557,1887
8600000US60559,10243,6154,2453
8600000US60560,7509,5664,3174
8600000US60561,9318,6563,2350
8600000US60563,14616,9260,4848
8600000US60564,12842,11346,6734
8600000US60565,13677,11286,5791
8600000US60585,6932,5915,3697
8600000US60586,13430,11673,7133
8600000US60601,7662,2247,569
8600000US60602,706,298,0
8600000US60603,491,214,28
8600000US60604,338,124,24
8600000US60605,13467,5118,1733
8600000US60606,1973,593,197
8600000US60607,12014,4501,1549
8600000US60608,25531,14948,7392
8600000US60609,19284,13298,6882
8600000US60610,22937,6582,1868
8600000US60611,20102,6752,1096
8600000US60612,13508,6518,3344
8600000US60613,26168,7853,3010
8600000US60614,33705,11252,5139
8600000US60615,19995,7860,3803
8600000US60616,22344,10683,4643
8600000US60617,27700,18941,8028
8600000US60618,35430,21088,10702
8600000US60619,25696,14127,5544
8600000US60620,25453,16153,5759
8600000US60621,11014,6512,3014
8600000US60622,23632,10023,4542
8600000US60623,24929,18921,10412
8600000US60624,11863,7813,3911
8600000US60625,29132,16568,7764
8600000US60626,22040,8339,3897
8600000US60628,23268,15176,5461
8600000US60629,30840,23594,13206
8600000US60630,20533,13394,5892
8600000US60631,11493,7189,2803
8600000US60632,24130,19347,11212
8600000US60633,4740,3016,1195
8600000US60634,25463,17783,7386
8600000US60636,11303,7663,3017
8600000US60637,18812,9945,5250
8600000US60638,19852,14258,6337
8600000US60639,25405,19641,10277
8600000US60640,34410,11898,4406
8600000US60641,24686,16342,7523
8600000US60642,9224,3487,1424
8600000US60643,17845,12275,4314
8600000US60644,16094,10099,4779
8600000US60645,15836,10375,5307
8600000US60646,10679,7152,2929
8600000US60647,33864,17185,8216
8600000US60649,20499,9299,4439
8600000US60651,19117,13496,5839
8600000US60652,13109,9879,4540
8600000US60653,13621,6637,3534
8600000US60654,11060,2362,515
8600000US60655,9964,7152,3541
8600000US60656,11936,7557,2798
8600000US60657,36754,11011,4643
8600000US60659,12221,7998,3939
8600000US60660,20374,7078,2535
8600000US60661,5458,1608,382
8600000US60706,8855,5931,1990
8600000US60707,15475,10423,4599
8600000US60712,4243,3333,1210
8600000US60714,11232,7555,2535
8600000US60803,8308,5306,2608
8600000US60804,21721,17590,10614
8600000US60805,7253,4981,2176
8600000US60827,10293,6533,3295
8600000US60901,12933,8285,3975
8600000US60910,166,119,39
8600000US60911,545,416,178
8600000US60912,215,161,96
8600000US60913,531,399,77
8600000US60914,10111,7159,3403
8600000US60915,4120,2416,1105
8600000US60917,188,140,61
8600000US60918,352,250,93
8600000US60919,205,143,59
8600000US60920,61,43,26
8600000US60921,550,354,158
8600000US60922,884,664,293
8600000US60924,712,451,166
8600000US60926,13,3,0
8600000US60927,869,589,262
8600000US60928,315,237,107
8600000US60929,358,233,94
8600000US60930,324,210,128
8600000US60931,213,137,53
8600000US60932,33,33,17
8600000US60933,104,79,22
8600000US60934,107,87,42
8600000US60935,373,319,143
8600000US60936,1748,1075,507
8600000US60938,780,486,215
8600000US60940,1229,905,417
8600000US60941,802,544,223
8600000US60942,2552,1495,502
8600000US60945,86,48,10
8600000US60946,178,122,39
8600000US60948,575,405,131
8600000US60949,209,122,60
8600000US60950,4649,3242,1481
8600000US60951,315,223,69
8600000US60952,272,196,76
8600000US60953,985,680,211
8600000US60954,2294,1598,529
8600000US60955,731,538,244
8600000US60957,2236,1417,542
8600000US60958,845,528,206
8600000US60959,436,306,103
8600000US60960,379,249,98
8600000US60961,331,229,87
8600000US60962,212,116,50
8600000US60963,767,555,214
8600000US60964,1932,1466,517
8600000US60966,602,401,200
8600000US60968,156,89,13
8600000US60969,23,22,15
8600000US60970,3135,1966,691
8600000US60973,206,156,39
8600000US60974,143,110,42
8600000US61001,499,370,125
8600000US61006,754,511,147
8600000US61007,277,177,64
8600000US61008,11881,8889,4298
8600000US61010,3024,2184,1026
8600000US61011,885,719,212
8600000US61012,875,652,353
8600000US61013,219,144,26
8600000US61014,473,383,170
8600000US61015,323,253,90
8600000US61016,1956,1251,356
8600000US61018,385,313,87
8600000US61019,1461,1013,292
8600000US61020,999,793,426
8600000US61021,8808,5702,2231
8600000US61024,947,609,237
8600000US61025,1847,1323,576
8600000US61027,7,0,0
8600000US61028,960,564,213
8600000US61030,948,655,298
8600000US61031,583,414,178
8600000US61032,12886,7810,2948
8600000US61036,2871,1980,407
8600000US61037,78,78,46
8600000US61038,407,307,63
8600000US61039,348,282,80
8600000US61041,520,292,82
8600000US61042,223,118,43
8600000US61043,34,28,5
8600000US61044,81,62,26
8600000US61046,1196,844,295
8600000US61047,741,519,155
8600000US61048,1733,1179,381
8600000US61049,216,150,68
8600000US61050,201,122,28
8600000US61051,702,423,133
8600000US61052,400,265,110
8600000US61053,1244,823,305
8600000US61054,1640,986,417
8600000US61057,72,51,0
8600000US61059,65,47,27
8600000US61060,630,399,153
8600000US61061,3057,1763,507
8600000US61062,760,555,229
8600000US61063,1613,1136,494
8600000US61064,1475,922,322
8600000US61065,3480,2800,1258
8600000US61067,284,222,45
8600000US61068,5611,3658,1726
8600000US61070,440,351,175
8600000US61071,6073,3798,1287
8600000US61072,4379,3250,1285
8600000US61073,7043,5500,2400
8600000US61074,1910,1099,461
8600000US61075,437,322,107
8600000US61077,31,31,14
8600000US61078,574,413,95
8600000US61079,48,30,17
8600000US61080,4033,2852,1251
8600000US61081,8599,5569,2256
8600000US61084,1100,873,400
8600000US61085,1486,1031,453
8600000US61087,818,470,143
8600000US61088,2245,1766,653
8600000US61089,324,232,74
8600000US61091,40,31,0
8600000US61101,7849,5224,2507
8600000US61102,6473,4640,2131
8600000US61103,9963,5398,2635
8600000US61104,7144,4061,2430
8600000US61107,13200,8081,3360
8600000US61108,11482,7436,3286
8600000US61109,10785,7030,3160
8600000US61111,9704,5930,2603
8600000US61112,108,0,0
8600000US61114,6187,4189,1357
8600000US61115,8633,6354,2560
8600000US61201,15504,9085,4024
8600000US61230,563,379,120
8600000US61231,2253,1394,542
8600000US61232,579,453,136
8600000US61234,599,365,160
8600000US61235,626,428,166
8600000US61236,42,39,25
8600000US61238,1276,901,283
8600000US61239,486,299,187
8600000US61240,2371,1904,708
8600000US61241,2571,1889,800
8600000US61242,471,369,89
8600000US61243,104,68,19
8600000US61244,9480,5568,2409
8600000US61250,1003,753,334
8600000US61251,142,128,26
8600000US61252,2345,1430,491
8600000US61254,4271,3158,1164
8600000US61256,797,578,192
8600000US61257,490,325,96
8600000US61258,106,76,50
8600000US61259,470,400,96
8600000US61260,397,261,92
8600000US61261,415,292,95
8600000US61262,499,383,121
8600000US61263,264,210,108
8600000US61264,4718,2961,878
8600000US61265,18978,11522,5078
8600000US61270,2842,1993,686
8600000US61272,592,432,166
8600000US61273,1395,997,338
8600000US61274,112,79,12
8600000US61275,1736,1239,455
8600000US61276,23,16,16
8600000US61277,1251,842,268
8600000US61278,130,105,31
8600000US61279,372,280,120
8600000US61281,917,757,277
8600000US61282,3265,1862,882
8600000US61283,533,399,209
8600000US61284,1003,794,220
8600000US61285,736,436,110
8600000US61301,4480,2590,1117
8600000US61310,1553,958,435
8600000US61311,68,60,13
8600000US61312,171,125,36
8600000US61313,81,54,28
8600000US61314,325,231,91
8600000US61315,88,53,19
8600000US61316,121,78,41
8600000US61317,199,132,47
8600000US61318,307,244,114
8600000US61319,437,312,117
8600000US61320,310,212,81
8600000US61321,104,80,7
8600000US61322,511,353,206
8600000US61323,29,23,12
8600000US61324,36,12,0
8600000US61325,357,276,100
8600000US61326,971,628,241
8600000US61327,569,386,142
8600000US61328,8,8,0
8600000US61329,535,395,166
8600000US61330,542,403,152
8600000US61331,12,12,0
8600000US61332,48,13,2
8600000US61333,136,112,32
8600000US61334,258,196,78
8600000US61335,222,200,75
8600000US61336,183,162,76
8600000US61337,168,114,63
8600000US61338,143,89,49
8600000US61340,121,78,31
8600000US61341,2940,2011,773
8600000US61342,3303,2199,847
8600000US61344,140,85,34
8600000US61345,326,232,91
8600000US61346,35,25,7
8600000US61348,1868,1212,548
8600000US61349,333,245,79
8600000US61350,9745,6362,2464
8600000US61353,529,352,116
8600000US61354,4528,2598,954
8600000US61356,4886,3003,1036
8600000US61358,196,119,21
8600000US61359,119,97,34
8600000US61360,1258,928,441
8600000US61361,470,306,91
8600000US61362,2460,1587,726
8600000US61363,111,46,30
8600000US61364,7921,5030,1838
8600000US61367,349,197,64
8600000US61368,526,413,123
8600000US61369,657,360,106
8600000US61370,572,367,132
8600000US61372,61,37,21
8600000US61373,803,593,191
8600000US61374,48,37,6
8600000US61375,499,297,61
8600000US61376,1016,730,348
8600000US61377,637,369,183
8600000US61378,225,138,65
8600000US61379,527,403,220
8600000US61401,14188,7422,2974
8600000US61410,1467,943,348
8600000US61411,134,90,28
8600000US61412,595,385,184
8600000US61413,424,289,70
8600000US61414,330,210,100
8600000US61415,646,462,133
8600000US61416,103,56,25
8600000US61417,129,77,13
8600000US61418,272,181,57
8600000US61419,69,44,6
8600000US61420,536,353,90
8600000US61421,534,382,173
8600000US61422,1375,904,420
8600000US61423,255,218,68
