GEO.id,Total_Households,Total_Families,Families_w_Children
8600000US12734,388,220,84
8600000US12736,67,52,17
8600000US12737,734,478,206
8600000US12738,180,136,53
8600000US12740,648,459,159
8600000US12741,136,36,23
8600000US12742,51,29,13
8600000US12743,136,53,17
8600000US12745,70,47,8
8600000US12746,413,368,195
8600000US12747,470,283,109
8600000US12748,763,462,167
8600000US12749,185,46,0
8600000US12750,95,74,35
8600000US12751,343,237,163
8600000US12752,117,49,14
8600000US12754,2507,1560,619
8600000US12758,1776,1186,486
8600000US12759,460,312,157
8600000US12760,212,111,23
8600000US12762,166,48,26
8600000US12763,297,175,37
8600000US12764,752,421,123
8600000US12765,401,335,195
8600000US12766,172,155,9
8600000US12767,9,9,9
8600000US12768,334,186,49
8600000US12769,85,40,23
8600000US12770,91,65,14
8600000US12771,5413,3356,1460
8600000US12775,816,647,270
8600000US12776,859,571,263
8600000US12777,353,232,62
8600000US12778,172,78,20
8600000US12779,746,492,316
8600000US12780,925,485,223
8600000US12781,95,67,20
8600000US12783,632,514,178
8600000US12784,36,14,14
8600000US12785,351,223,64
8600000US12786,209,112,36
8600000US12787,153,115,13
8600000US12788,740,502,188
8600000US12789,837,431,154
8600000US12790,1872,1117,456
8600000US12791,325,241,87
8600000US12792,120,84,70
8600000US12801,6443,3247,1417
8600000US12803,3367,2085,933
8600000US12804,10585,7104,2759
8600000US12808,207,149,14
8600000US12809,1379,1001,322
8600000US12810,290,186,70
8600000US12811,32,15,0
8600000US12812,26,20,7
8600000US12814,586,349,81
8600000US12815,443,332,81
8600000US12816,2013,1178,444
8600000US12817,938,653,237
8600000US12819,143,78,21
8600000US12821,178,133,54
8600000US12822,2324,1668,616
8600000US12823,151,103,43
8600000US12824,459,333,41
8600000US12827,1413,1063,386
8600000US12828,3670,2381,911
8600000US12831,6519,4799,2286
8600000US12832,2676,1745,678
8600000US12833,1711,1251,443
8600000US12834,2467,1819,682
8600000US12835,1045,687,171
8600000US12836,292,225,56
8600000US12837,325,274,80
8600000US12838,260,180,50
8600000US12839,5251,3543,1505
8600000US12841,62,32,0
8600000US12842,279,142,51
8600000US12843,221,195,80
8600000US12844,122,61,17
8600000US12845,1981,1360,326
8600000US12846,1234,839,224
8600000US12847,115,74,17
8600000US12849,186,146,84
8600000US12850,1139,789,374
8600000US12851,112,66,11
8600000US12852,205,126,26
8600000US12853,501,316,79
8600000US12855,93,60,13
8600000US12856,26,15,8
8600000US12857,208,170,60
8600000US12858,19,17,0
8600000US12859,954,637,293
8600000US12860,234,215,89
8600000US12861,321,239,78
8600000US12862,5,0,0
8600000US12863,263,214,80
8600000US12864,22,0,0
8600000US12865,1614,1080,383
8600000US12866,15706,8535,3126
8600000US12870,394,241,52
8600000US12871,1639,1108,517
8600000US12872,15,15,9
8600000US12873,313,195,70
8600000US12874,84,59,3
8600000US12878,322,195,43
8600000US12883,2048,1344,552
8600000US12884,126,71,22
8600000US12885,1820,1146,345
8600000US12886,80,61,22
8600000US12887,2021,1311,569
8600000US12901,13231,7527,3137
8600000US12903,646,321,144
8600000US12910,626,474,210
8600000US12911,12,12,0
8600000US12912,824,519,218
8600000US12913,570,396,110
8600000US12914,351,241,149
8600000US12916,791,552,217
8600000US12917,522,318,120
8600000US12918,885,588,276
8600000US12919,1207,807,341
8600000US12920,1021,671,255
8600000US12921,926,727,283
8600000US12922,22,8,2
8600000US12923,243,183,58
8600000US12924,51,31,10
8600000US12926,840,569,219
8600000US12927,110,78,4
8600000US12928,755,494,186
8600000US12929,373,206,95
8600000US12930,300,229,111
8600000US12932,558,332,103
8600000US12933,3,3,3
8600000US12934,401,277,136
8600000US12935,580,396,143
8600000US12936,206,129,28
8600000US12937,651,455,198
8600000US12939,108,45,24
8600000US12941,555,440,168
8600000US12942,375,255,67
8600000US12943,100,53,31
8600000US12944,1748,1123,465
8600000US12945,190,159,17
8600000US12946,2359,1252,506
8600000US12950,344,229,97
8600000US12952,227,110,19
8600000US12953,4745,3097,1277
8600000US12955,167,128,53
8600000US12956,373,304,36
8600000US12957,844,589,235
8600000US12958,829,568,341
8600000US12959,592,471,139
8600000US12960,510,452,194
8600000US12961,136,87,11
8600000US12962,2352,1615,664
8600000US12964,48,32,26
8600000US12965,209,140,55
8600000US12966,1248,845,362
8600000US12967,417,301,142
8600000US12969,185,127,48
8600000US12970,130,73,20
8600000US12972,2318,1822,714
8600000US12973,76,63,14
8600000US12974,524,320,133
8600000US12975,159,97,52
8600000US12976,95,47,6
8600000US12977,38,38,0
8600000US12978,100,86,67
8600000US12979,1048,618,226
8600000US12980,605,393,152
8600000US12981,1052,685,268
8600000US12983,3428,1852,768
8600000US12985,576,385,166
8600000US12986,2522,1654,709
8600000US12987,155,59,26
8600000US12989,425,291,109
8600000US12992,2176,1474,638
8600000US12993,616,389,120
8600000US12996,910,577,156
8600000US12997,525,387,176
8600000US12998,163,139,93
8600000US13020,45,35,16
8600000US13021,16562,9716,4009
8600000US13024,0,0,0
8600000US13026,612,449,119
8600000US13027,13052,8702,3616
8600000US13028,556,428,215
8600000US13029,2874,2139,950
8600000US13030,1637,953,416
8600000US13031,6145,4245,1761
8600000US13032,5295,3395,1239
8600000US13033,1372,993,453
8600000US13034,774,544,207
8600000US13035,3147,2120,768
8600000US13036,3164,2345,927
8600000US13037,3245,2262,1030
8600000US13039,6590,4875,2373
8600000US13040,990,665,280
8600000US13041,3846,2935,1531
8600000US13042,1042,702,348
8600000US13044,937,603,212
8600000US13045,10747,5901,2542
8600000US13051,73,57,46
8600000US13052,677,432,139
8600000US13053,1848,1169,427
8600000US13054,636,414,118
8600000US13057,6467,3685,1464
8600000US13060,1126,736,265
8600000US13061,458,266,78
8600000US13062,77,45,34
8600000US13063,653,449,142
8600000US13064,11,7,0
8600000US13066,5214,3431,1517
8600000US13068,2331,1470,609
8600000US13069,9280,6568,2885
8600000US13071,353,276,108
8600000US13072,268,193,31
8600000US13073,2676,1706,697
8600000US13074,1703,1140,454
8600000US13076,895,718,284
8600000US13077,2539,1694,647
8600000US13078,3816,2691,1051
8600000US13080,1392,1021,388
8600000US13081,439,309,89
8600000US13082,1758,1312,413
8600000US13083,615,431,173
8600000US13084,1677,1126,577
8600000US13087,96,82,15
8600000US13088,10247,5496,2197
8600000US13090,11998,8198,3679
8600000US13092,1003,765,262
8600000US13101,891,681,238
8600000US13102,9,0,0
8600000US13103,162,106,60
8600000US13104,5911,4255,2106
8600000US13108,2500,1748,733
8600000US13110,932,690,232
8600000US13111,612,420,143
8600000US13112,722,456,197
8600000US13113,90,72,37
8600000US13114,2454,1715,761
8600000US13115,92,37,19
8600000US13116,1409,919,402
8600000US13117,95,76,15
8600000US13118,2131,1443,610
8600000US13120,726,496,192
8600000US13122,399,340,144
8600000US13123,82,82,0
8600000US13124,39,18,8
8600000US13126,13647,8321,3536
8600000US13131,1269,888,324
8600000US13132,1426,877,237
8600000US13134,35,26,14
8600000US13135,2663,1779,723
8600000US13136,189,145,52
8600000US13138,0,0,0
8600000US13140,1726,1191,415
8600000US13141,214,134,37
8600000US13142,2435,1570,729
8600000US13143,1060,739,238
8600000US13144,615,488,227
8600000US13145,826,603,254
8600000US13146,849,572,212
8600000US13147,459,331,121
8600000US13148,4580,2721,1001
8600000US13152,3375,2317,846
8600000US13153,83,65,5
8600000US13155,283,192,78
8600000US13156,910,613,270
8600000US13157,364,241,59
8600000US13158,594,381,162
8600000US13159,2031,1487,703
8600000US13160,802,561,217
8600000US13162,214,154,112
8600000US13163,160,107,38
8600000US13164,892,621,348
8600000US13165,4306,2610,1167
8600000US13166,2214,1461,610
8600000US13167,1119,774,384
8600000US13202,2264,831,583
8600000US13203,6957,3122,1537
8600000US13204,8027,3917,2149
8600000US13205,7266,3929,1727
8600000US13206,7758,3814,1626
8600000US13207,5148,3317,1526
8600000US13208,8560,4630,2262
8600000US13209,5632,3403,1272
8600000US13210,7559,2575,1387
8600000US13211,2624,1603,925
8600000US13212,8839,5395,2116
8600000US13214,3090,1904,882
8600000US13215,5659,4009,1626
8600000US13219,6276,3924,1650
8600000US13224,3478,2101,936
8600000US13290,0,0,0
8600000US13301,43,26,8
8600000US13302,621,457,192
8600000US13303,481,346,99
8600000US13304,685,455,178
8600000US13305,106,93,66
8600000US13308,1357,705,234
8600000US13309,2230,1497,587
8600000US13310,180,142,25
8600000US13312,214,157,42
8600000US13313,191,129,70
8600000US13314,221,149,80
8600000US13315,521,379,151
8600000US13316,2583,1890,817
8600000US13317,1340,977,503
8600000US13318,438,308,143
8600000US13319,322,265,133
8600000US13320,907,593,221
8600000US13321,567,298,133
8600000US13322,353,233,56
8600000US13323,3958,2334,784
8600000US13324,896,609,207
8600000US13325,419,292,103
8600000US13326,2392,1491,465
8600000US13327,780,563,226
8600000US13328,557,379,180
8600000US13329,1599,1141,463
8600000US13331,117,76,0
8600000US13332,879,666,361
8600000US13333,27,24,0
8600000US13334,449,340,122
8600000US13335,610,402,163
8600000US13337,265,181,53
8600000US13338,501,302,67
8600000US13339,2530,1724,605
8600000US13340,3064,2048,762
8600000US13341,61,50,25
8600000US13342,86,59,18
8600000US13343,691,533,193
8600000US13345,74,56,23
8600000US13346,1662,1006,338
8600000US13348,529,287,129
8600000US13350,4246,2483,825
8600000US13352,49,30,21
8600000US13353,17,9,0
8600000US13354,1227,864,339
8600000US13355,300,153,79
8600000US13357,4733,2830,1180
8600000US13360,127,78,19
8600000US13361,354,234,113
8600000US13362,48,28,6
8600000US13363,862,622,282
8600000US13364,45,13,13
8600000US13365,3572,2333,971
8600000US13367,3365,2172,882
8600000US13368,515,383,162
8600000US13402,664,578,154
8600000US13403,1624,1201,478
8600000US13404,80,41,21
8600000US13406,285,192,77
8600000US13407,2103,1425,493
8600000US13408,880,492,185
8600000US13409,885,652,250
8600000US13410,88,57,19
8600000US13411,1392,897,303
8600000US13413,6658,4197,1636
8600000US13415,30,19,11
8600000US13416,867,614,242
8600000US13417,1571,712,442
8600000US13418,94,69,41
8600000US13420,559,350,60
8600000US13421,5355,3363,1433
8600000US13424,898,571,234
8600000US13425,914,628,221
8600000US13428,617,412,217
8600000US13431,696,542,174
8600000US13433,758,491,233
8600000US13435,83,47,22
8600000US13436,26,12,0
8600000US13437,189,131,44
8600000US13438,1588,999,345
8600000US13439,1618,1066,331
8600000US13440,16981,10085,4020
8600000US13441,0,0,0
8600000US13450,39,27,7
8600000US13452,1732,1161,510
8600000US13454,283,173,89
8600000US13456,1666,1141,425
8600000US13459,891,585,200
8600000US13460,1763,1134,447
8600000US13461,1296,839,313
8600000US13464,478,324,92
8600000US13468,148,115,46
8600000US13469,366,275,165
8600000US13470,291,201,39
8600000US13471,1251,936,395
8600000US13472,112,84,15
8600000US13473,226,152,39
8600000US13475,23,13,0
8600000US13476,1363,886,360
8600000US13477,557,398,164
8600000US13478,1088,828,335
8600000US13480,1381,852,313
8600000US13483,98,53,19
8600000US13484,67,55,55
8600000US13485,428,284,84
8600000US13486,323,185,84
8600000US13488,50,29,22
8600000US13489,235,169,56
8600000US13490,606,476,318
8600000US13491,1404,1004,433
8600000US13492,4966,3099,1251
8600000US13493,658,498,221
8600000US13494,123,62,18
8600000US13495,954,568,211
8600000US13501,14350,8539,4632
8600000US13502,12961,7338,3315
8600000US13601,15635,9267,4509
8600000US13602,106,106,106
8600000US13603,3552,2900,2243
8600000US13605,1909,1323,592
8600000US13606,1105,878,378
8600000US13607,813,464,109
8600000US13608,542,378,197
8600000US13612,1069,770,366
8600000US13613,958,710,282
8600000US13614,108,88,11
8600000US13615,421,313,141
8600000US13616,835,754,410
8600000US13617,3399,1915,768
8600000US13618,793,501,155
8600000US13619,4046,2708,1362
8600000US13620,790,578,263
8600000US13621,197,109,54
8600000US13622,948,749,311
8600000US13623,18,7,0
8600000US13624,1964,1392,517
8600000US13625,848,581,208
8600000US13626,916,664,317
8600000US13628,80,54,23
8600000US13630,491,348,110
8600000US13633,115,106,44
8600000US13634,1609,1226,630
8600000US13635,399,236,88
8600000US13636,108,73,35
8600000US13637,1723,1269,653
8600000US13638,90,57,22
8600000US13639,81,45,18
8600000US13640,187,145,15
8600000US13641,44,26,0
8600000US13642,3547,2533,1044
8600000US13643,0,0,0
8600000US13646,1037,688,242
8600000US13647,30,17,5
8600000US13648,822,588,215
8600000US13650,612,410,160
8600000US13651,100,70,9
8600000US13652,730,476,196
8600000US13654,863,634,316
8600000US13655,1323,685,392
8600000US13656,1090,818,316
8600000US13658,789,522,192
8600000US13659,197,135,51
8600000US13660,726,491,236
8600000US13661,619,491,165
8600000US13662,7190,4358,2005
8600000US13664,179,126,42
8600000US13665,340,302,130
8600000US13666,105,75,18
8600000US13667,1113,645,341
8600000US13668,1391,872,384
8600000US13669,6104,3810,1646
8600000US13670,205,142,39
8600000US13672,347,237,117
8600000US13673,857,631,304
8600000US13674,36,36,31
8600000US13675,28,28,0
8600000US13676,5228,2968,1240
8600000US13677,70,59,59
8600000US13678,116,80,26
8600000US13679,706,504,194
8600000US13680,535,417,154
8600000US13681,297,218,79
8600000US13682,321,256,103
8600000US13684,473,330,147
8600000US13685,1087,602,274
8600000US13687,251,150,23
8600000US13690,322,201,76
8600000US13691,1127,821,342
8600000US13692,45,24,0
8600000US13693,207,154,44
8600000US13694,643,405,139
8600000US13695,45,31,0
8600000US13696,55,14,0
8600000US13697,891,595,222
8600000US13730,1210,733,275
8600000US13731,450,298,82
8600000US13732,2896,2248,839
8600000US13733,2007,1399,519
8600000US13734,874,629,225
8600000US13736,748,572,228
8600000US13739,348,231,71
8600000US13740,207,147,68
8600000US13743,1344,964,365
8600000US13744,510,333,101
8600000US13746,831,605,266
8600000US13748,1407,1025,457
8600000US13750,366,237,73
8600000US13751,70,51,9
8600000US13752,308,153,42
8600000US13753,1697,1007,306
8600000US13754,1473,986,359
8600000US13755,555,361,124
8600000US13756,213,115,31
8600000US13757,471,295,75
8600000US13760,18735,11798,4712
8600000US13774,66,66,34
8600000US13775,634,452,217
8600000US13776,230,171,60
8600000US13777,186,109,53
8600000US13778,2264,1515,585
8600000US13780,473,268,79
8600000US13782,291,184,74
8600000US13783,1028,581,151
8600000US13784,69,53,15
8600000US13786,201,136,46
8600000US13787,1408,1031,512
8600000US13788,419,318,76
8600000US13790,7738,3951,1766
8600000US13794,12,12,3
8600000US13795,1507,973,400
8600000US13796,544,414,152
8600000US13797,777,592,264
8600000US13801,537,322,94
8600000US13802,144,134,76
8600000US13803,1547,1091,459
8600000US13804,202,144,75
8600000US13806,74,48,5
8600000US13807,504,356,138
8600000US13808,657,411,131
8600000US13809,727,538,230
8600000US13810,519,310,114
8600000US13811,1786,1317,488
8600000US13812,935,699,310
8600000US13813,281,122,9
8600000US13815,5265,3139,1400
8600000US13820,7521,4150,1671
8600000US13825,1411,1023,284
8600000US13826,13,0,0
8600000US13827,5034,3322,1109
8600000US13830,2028,1421,454
8600000US13832,252,181,46
8600000US13833,1790,1234,389
8600000US13834,44,0,0
8600000US13835,535,314,101
8600000US13838,2116,1261,527
8600000US13839,488,264,47
8600000US13841,240,153,79
8600000US13842,152,125,19
8600000US13843,777,550,221
8600000US13844,265,201,78
8600000US13845,69,0,0
8600000US13846,111,80,24
8600000US13847,12,12,12
8600000US13849,1652,1009,417
8600000US13850,8968,5926,2007
8600000US13856,2804,1647,639
8600000US13859,106,74,42
8600000US13860,21,10,10
8600000US13861,133,110,84
8600000US13862,1687,1282,466
8600000US13863,247,184,107
8600000US13864,466,346,137
8600000US13865,2428,1803,706
8600000US13901,8156,4455,1914
8600000US13902,0,0,0
8600000US13903,7844,4541,1764
8600000US13904,3725,2306,984
8600000US13905,11311,5060,1946
8600000US14001,3883,2578,905
8600000US14004,4111,3012,1204
8600000US14005,696,548,211
8600000US14006,4221,2622,871
8600000US14008,518,373,179
8600000US14009,2300,1432,632
8600000US14011,2551,1835,727
8600000US14012,894,730,272
8600000US14013,762,507,179
8600000US14020,9657,5713,2195
8600000US14024,661,462,221
8600000US14025,1216,832,374
8600000US14026,291,191,54
8600000US14028,564,386,145
8600000US14030,609,420,146
8600000US14031,4015,2722,1014
8600000US14032,2663,2048,1126
8600000US14033,947,682,363
8600000US14034,824,531,204
8600000US14035,15,11,6
8600000US14036,2091,1430,589
8600000US14037,396,296,88
8600000US14039,45,27,12
8600000US14040,816,621,225
8600000US14041,112,76,30
8600000US14042,1570,990,460
8600000US14043,10611,6165,2456
8600000US14047,2600,1650,685
8600000US14048,6284,3638,1578
8600000US14051,7668,6020,2693
8600000US14052,6598,4623,1827
8600000US14054,561,359,123
8600000US14055,633,489,184
8600000US14057,3143,2250,732
8600000US14058,756,562,232
8600000US14059,4074,3005,975
8600000US14060,184,110,32
8600000US14061,138,102,42
8600000US14062,1239,857,277
8600000US14063,5269,3169,1128
8600000US14065,744,543,181
8600000US14066,452,324,113
8600000US14067,2018,1413,606
8600000US14068,2828,1694,733
8600000US14069,368,219,59
8600000US14070,2002,1175,441
8600000US14072,7862,5739,2313
8600000US14075,17805,11681,4228
8600000US14080,1738,1241,422
8600000US14081,1259,807,267
8600000US14082,174,116,25
8600000US14085,2476,2004,887
8600000US14086,12379,8967,4115
8600000US14091,372,289,77
8600000US14092,4696,2984,1147
8600000US14094,20406,12912,5016
8600000US14098,1140,890,360
8600000US14101,703,515,218
8600000US14102,487,379,206
8600000US14103,4380,2793,1142
8600000US14105,1794,1302,576
8600000US14108,2184,1605,644
8600000US14109,0,0,0
8600000US14111,1275,876,355
8600000US14112,0,0,0
8600000US14113,263,152,33
8600000US14120,18742,11473,4624
8600000US14125,1430,1078,482
8600000US14126,295,131,78
8600000US14127,11889,8357,3558
8600000US14129,577,390,149
8600000US14130,71,43,12
8600000US14131,2064,1434,444
8600000US14132,2474,1750,838
8600000US14134,37,37,17
8600000US14135,75,27,6
8600000US14136,2044,1380,618
8600000US14138,800,586,248
8600000US14139,943,704,249
8600000US14141,3227,2093,840
8600000US14143,476,363,129
8600000US14145,690,526,254
8600000US14150,18815,10853,3950
8600000US14167,734,489,162
8600000US14168,23,23,20
8600000US14169,118,93,54
8600000US14170,964,648,246
8600000US14171,859,554,146
8600000US14172,1244,738,274
8600000US14173,187,104,28
8600000US14174,2197,1521,558
8600000US14201,6033,2551,1527
8600000US14202,1650,643,217
8600000US14203,908,250,135
8600000US14204,4103,2090,962
8600000US14206,9029,5022,2250
8600000US14207,9362,5206,2935
8600000US14208,4349,2385,1225
8600000US14209,3880,1387,604
8600000US14210,5954,3120,1498
8600000US14211,9189,5284,2902
8600000US14212,4649,2292,1202
8600000US14213,8882,5218,3107
8600000US14214,8039,3999,1926
8600000US14215,15959,9545,4546
8600000US14216,10733,5387,1943
8600000US14217,10576,5603,2336
8600000US14218,8246,4794,1945
8600000US14219,5067,2785,1228
8600000US14220,9961,6216,2919
8600000US14221,22660,14331,5647
8600000US14222,6676,1998,819
8600000US14223,9790,5916,2479
8600000US14224,17440,10864,4047
8600000US14225,14837,8611,3242
8600000US14226,12322,7239,3089
8600000US14227,10802,6004,1899
8600000US14228,9022,4960,2255
8600000US14261,2,0,0
8600000US14301,5630,2750,1380
8600000US14302,0,0,0
8600000US14303,2711,1453,673
8600000US14304,12643,7646,2556
8600000US14305,6683,4164,1828
8600000US14411,4695,2990,1095
8600000US14414,2868,1899,910
8600000US14415,64,57,12
8600000US14416,1438,960,437
8600000US14418,543,414,132
8600000US14420,7022,4348,1827
8600000US14422,936,701,241
8600000US14423,1890,1433,567
8600000US14424,11733,7104,2696
8600000US14425,4485,3241,1785
8600000US14427,871,578,239
8600000US14428,3259,2134,766
8600000US14432,2343,1579,695
8600000US14433,1473,1065,435
8600000US14435,1227,821,297
8600000US14437,4001,2581,1053
8600000US14441,156,118,47
8600000US14445,3484,1811,767
8600000US14450,16937,11699,4717
8600000US14454,3269,1621,644
8600000US14456,7671,4329,1725
8600000US14462,213,153,84
8600000US14464,2730,2013,960
8600000US14466,715,521,206
8600000US14467,4014,2748,1155
8600000US14468,6762,5033,2097
8600000US14469,2598,1821,665
8600000US14470,3320,2220,798
8600000US14471,1195,830,168
8600000US14472,3427,2339,1206
8600000US14475,88,62,33
8600000US14476,840,634,272
8600000US14477,737,567,191
8600000US14478,286,239,59
8600000US14479,123,84,47
8600000US14480,325,226,135
8600000US14481,789,498,216
8600000US14482,3357,2348,952
8600000US14485,1810,1202,367
8600000US14486,138,93,41
8600000US14487,2212,1476,734
8600000US14489,2777,1786,641
8600000US14502,4002,2862,1378
8600000US14504,789,517,218
8600000US14505,2091,1393,566
8600000US14506,483,354,110
8600000US14507,543,370,147
8600000US14510,1818,1179,543
8600000US14511,118,67,27
8600000US14512,1972,1296,445
8600000US14513,5769,3401,1252
8600000US14514,2519,1743,790
8600000US14516,930,681,249
8600000US14517,1238,820,381
8600000US14519,4856,3422,1368
8600000US14521,1035,580,230
8600000US14522,4006,2544,984
8600000US14525,972,741,313
8600000US14526,8059,5703,2542
8600000US14527,5120,3378,1359
8600000US14529,66,66,22
8600000US14530,2266,1518,510
8600000US14532,1784,1176,577
8600000US14533,789,500,203
8600000US14534,12149,9340,3933
8600000US14536,251,142,37
8600000US14537,61,61,17
8600000US14539,71,64,21
8600000US14541,939,700,252
8600000US14542,25,15,0
8600000US14543,1238,922,323
8600000US14544,869,619,249
8600000US14545,72,45,17
8600000US14546,2046,1335,520
8600000US14548,1549,1026,344
8600000US14549,14,9,4
8600000US14550,707,454,202
8600000US14551,2154,1564,634
8600000US14555,488,291,103
8600000US14559,6961,5263,2122
8600000US14560,832,545,196
8600000US14561,1090,790,315
8600000US14564,5796,4231,1897
8600000US14568,2134,1746,884
8600000US14569,2667,1654,720
8600000US14571,502,327,95
8600000US14572,2185,1484,623
8600000US14580,20307,13962,5937
8600000US14585,61,19,0
8600000US14586,4244,2801,1508
8600000US14588,51,37,17
8600000US14589,2930,2115,639
8600000US14590,2066,1364,509
8600000US14591,661,462,177
8600000US14592,67,67,26
8600000US14604,1273,139,0
8600000US14605,4600,2917,1695
8600000US14606,11409,7168,3449
8600000US14607,9256,1864,626
8600000US14608,5149,2448,1327
8600000US14609,17769,10326,4923
8600000US14610,6773,2991,1069
8600000US14611,6866,3927,2048
8600000US14612,14528,9136,3228
8600000US14613,4729,2696,1540
8600000US14614,68,0,0
8600000US14615,7062,3671,1580
8600000US14616,12032,7414,3173
8600000US14617,9465,6068,2638
8600000US14618,8224,4978,2321
8600000US14619,5585,3685,1842
8600000US14620,11483,4022,1925
8600000US14621,12782,7436,3671
8600000US14622,5410,3080,1084
8600000US14623,8924,4556,1711
8600000US14624,14023,9536,3793
8600000US14625,4404,2697,1063
8600000US14626,12474,8019,2730
8600000US14627,0,0,0
8600000US14701,16792,10202,4270
8600000US14706,2555,1721,615
8600000US14707,96,74,27
8600000US14708,61,50,21
8600000US14709,595,429,172
8600000US14710,1326,922,249
8600000US14711,801,557,270
8600000US14712,1479,949,272
8600000US14714,190,127,56
8600000US14715,1130,725,362
8600000US14716,902,536,216
8600000US14717,282,161,62
8600000US14718,877,574,206
8600000US14719,1382,957,323
8600000US14720,363,138,62
8600000US14721,59,38,12
8600000US14722,139,101,0
8600000US14723,445,304,97
8600000US14724,891,595,255
8600000US14726,590,468,265
8600000US14727,2146,1434,512
8600000US14728,359,215,20
8600000US14729,359,233,54
8600000US14731,678,421,120
8600000US14732,52,44,8
8600000US14733,1707,1022,480
8600000US14735,1179,745,280
8600000US14736,115,70,23
8600000US14737,1731,1117,411
8600000US14738,1539,1076,372
8600000US14739,1173,747,329
8600000US14740,521,359,142
8600000US14741,842,586,224
8600000US14742,81,40,0
8600000US14743,752,503,239
8600000US14744,430,289,141
8600000US14747,932,656,189
8600000US14748,324,198,83
8600000US14750,1927,1104,482
8600000US14752,116,27,9
8600000US14753,454,268,95
8600000US14754,260,186,92
8600000US14755,1212,787,319
8600000US14756,102,69,0
8600000US14757,1383,890,290
8600000US14760,7953,4454,1665
8600000US14767,696,539,265
8600000US14769,412,279,108
8600000US14770,1133,785,310
8600000US14772,1450,1000,413
8600000US14774,69,51,35
8600000US14775,958,687,228
8600000US14777,259,191,60
8600000US14778,0,0,0
8600000US14779,2698,1584,751
8600000US14781,720,522,226
8600000US14782,903,683,364
8600000US14783,146,93,37
8600000US14784,313,203,107
8600000US14787,2121,1364,464
8600000US14788,110,28,0
8600000US14801,2192,1502,690
8600000US14802,393,105,30
8600000US14803,453,265,104
8600000US14804,614,449,181
8600000US14805,411,311,91
8600000US14806,843,589,211
8600000US14807,1219,824,287
8600000US14808,219,145,47
8600000US14809,1042,622,294
8600000US14810,5153,3053,1219
8600000US14812,1184,869,400
8600000US14813,1038,667,274
8600000US14814,707,523,184
8600000US14815,400,281,69
8600000US14816,163,127,61
8600000US14817,987,621,181
8600000US14818,825,488,95
8600000US14819,287,165,59
8600000US14820,306,216,60
8600000US14821,1264,829,316
8600000US14822,485,312,142
8600000US14823,1465,1015,451
8600000US14824,225,176,23
8600000US14825,355,267,88
8600000US14826,865,590,228
8600000US14827,58,43,17
8600000US14830,8618,5324,2368
8600000US14836,393,316,97
8600000US14837,2135,1502,581
8600000US14838,833,576,211
8600000US14839,293,216,94
8600000US14840,1422,902,237
8600000US14841,376,246,23
8600000US14842,417,144,42
8600000US14843,5432,3258,1580
8600000US14845,8704,5653,2176
8600000US14846,336,207,70
8600000US14847,1027,616,217
8600000US14850,24182,11017,4660
8600000US14853,0,0,0
8600000US14854,7,7,0
8600000US14855,289,234,124
8600000US14856,85,32,0
8600000US14858,645,472,215
8600000US14859,365,250,77
8600000US14860,526,383,111
8600000US14861,587,369,99
8600000US14864,494,408,54
8600000US14865,1176,632,233
8600000US14867,2298,1446,646
8600000US14869,510,328,120
8600000US14870,4261,2760,1173
8600000US14871,2124,1440,419
8600000US14872,307,201,45
8600000US14873,1097,721,256
8600000US14874,115,65,26
8600000US14877,191,126,48
8600000US14878,252,184,53
8600000US14879,954,543,237
8600000US14880,605,411,102
8600000US14881,130,16,0
8600000US14882,1589,1104,467
8600000US14883,1510,1015,387
8600000US14884,104,39,12
8600000US14885,303,242,119
8600000US14886,2991,2021,885
8600000US14889,646,465,161
8600000US14891,1896,1125,375
8600000US14892,3343,2056,802
8600000US14893,6,6,0
8600000US14894,562,421,157
8600000US14895,4266,2639,985
8600000US14897,370,264,96
8600000US14898,610,438,180
8600000US14901,5477,3190,1753
8600000US14903,3073,1701,727
8600000US14904,6493,3628,1670
8600000US14905,3946,2469,1054
8600000US15001,13046,8789,3081
8600000US15003,5218,3060,1070
8600000US15004,117,89,37
8600000US15005,4091,2819,929
8600000US15006,144,129,74
8600000US15007,119,107,13
8600000US15009,6495,4091,1454
8600000US15010,11225,7215,2747
8600000US15012,6466,4293,1559
8600000US15014,1378,777,340
8600000US15015,496,375,140
8600000US15017,7304,4151,1871
8600000US15018,292,193,79
8600000US15019,732,476,189
8600000US15020,128,75,21
8600000US15021,3096,2046,687
8600000US15022,4307,2597,974
8600000US15024,3673,2386,792
8600000US15025,6886,4335,1677
8600000US15026,1289,995,297
8600000US15027,977,569,189
8600000US15028,73,54,12
8600000US15030,496,281,120
8600000US15031,318,111,56
8600000US15033,1934,1150,442
8600000US15034,885,508,130
8600000US15035,1020,588,217
8600000US15037,4625,3129,1015
8600000US15038,130,37,13
8600000US15042,3447,2371,683
8600000US15043,799,603,190
8600000US15044,10256,7629,3538
8600000US15045,1989,1077,416
8600000US15046,1026,774,297
8600000US15047,23,23,15
8600000US15049,440,233,50
8600000US15050,914,694,224
8600000US15051,171,97,30
8600000US15052,1448,1107,338
8600000US15053,48,42,15
8600000US15054,196,116,28
8600000US15055,695,345,127
8600000US15056,519,295,131
8600000US15057,5608,4083,1801
8600000US15059,1535,932,366
8600000US15060,285,207,108
8600000US15061,5160,3504,1285
8600000US15062,3571,2027,634
